scenario,wall_u,window_u,window_shgc,roof_u,transmittance,heating_load,heating_load_m2 ,cooling_load,cooling_load_m2
2122,0.26,2.4,0.67,0.1,0.4,5653.3,31.55,613.42,3.42
2123,0.26,2.4,0.67,0.1,0.6,5271.29,29.42,988.42,5.52
2124,0.26,2.4,0.67,0.1,0.8,4934.75,27.54,1438.98,8.03
2125,0.26,2.4,0.67,0.17,0.2,6390.94,35.67,311.88,1.74
2126,0.26,2.4,0.67,0.17,0.4,5940.41,33.16,577.89,3.23
2127,0.26,2.4,0.67,0.17,0.6,5551.1,30.98,942.12,5.26
2128,0.26,2.4,0.67,0.17,0.8,5206.01,29.06,1381.72,7.71
2129,0.26,2.4,0.67,0.25,0.2,6718.71,37.5,288.41,1.61
2130,0.26,2.4,0.67,0.25,0.4,6261.73,34.95,544.42,3.04
2131,0.26,2.4,0.67,0.25,0.6,5865.71,32.74,897.77,5.01
2132,0.26,2.4,0.67,0.25,0.8,5510.37,30.75,1326.63,7.4
2133,0.26,2.4,0.67,0.32,0.2,6993,39.03,270.87,1.51
2134,0.26,2.4,0.67,0.32,0.4,6531.46,36.45,519.34,2.9
2135,0.26,2.4,0.67,0.32,0.6,6130.99,34.22,864.69,4.83
2136,0.26,2.4,0.67,0.32,0.8,5768.4,32.19,1285.82,7.18
2137,0.26,2.4,0.67,0.4,0.2,7291.3,40.69,253.78,1.42
2138,0.26,2.4,0.67,0.4,0.4,6825.4,38.09,494.38,2.76
2139,0.26,2.4,0.67,0.4,0.6,6420.85,35.84,831.58,4.64
2140,0.26,2.4,0.67,0.4,0.8,6052.82,33.78,1245.51,6.95
2141,0.26,2.4,0.75,0.1,0.2,6043.98,33.73,360.67,2.01
2142,0.26,2.4,0.75,0.1,0.4,5566.51,31.07,687.19,3.84
2143,0.26,2.4,0.75,0.1,0.6,5156.17,28.78,1126.48,6.29
2144,0.26,2.4,0.75,0.1,0.8,4804.6,26.82,1655.1,9.24
2145,0.26,2.4,0.75,0.17,0.2,6338.25,35.38,335.27,1.87
2146,0.26,2.4,0.75,0.17,0.4,5852.09,32.66,649.31,3.62
2147,0.26,2.4,0.75,0.17,0.6,5433.02,30.32,1076.75,6.01
2148,0.26,2.4,0.75,0.17,0.8,5073.05,28.31,1593.77,8.9
2149,0.26,2.4,0.75,0.25,0.2,6665.45,37.2,310.83,1.73
2150,0.26,2.4,0.75,0.25,0.4,6172.02,34.45,613.41,3.42
2151,0.26,2.4,0.75,0.25,0.6,5744.89,32.06,1029.28,5.74
2152,0.26,2.4,0.75,0.25,0.8,5373.8,29.99,1534.05,8.56
2153,0.26,2.4,0.75,0.32,0.2,6939.28,38.73,292.55,1.63
2154,0.26,2.4,0.75,0.32,0.4,6440.78,35.95,586.5,3.27
2155,0.26,2.4,0.75,0.32,0.6,6008.68,33.54,993.79,5.55
2156,0.26,2.4,0.75,0.32,0.8,5628.27,31.41,1489.5,8.31
2157,0.26,2.4,0.75,0.4,0.2,7237.06,40.39,274.67,1.53
2158,0.26,2.4,0.75,0.4,0.4,6733.82,37.58,559.85,3.12
2159,0.26,2.4,0.75,0.4,0.6,6297.33,35.15,958.35,5.35
2160,0.26,2.4,0.75,0.4,0.8,5908.47,32.98,1445.82,8.07
2161,0.34,0.75,0.35,0.1,0.2,4395.29,24.53,488.1,2.72
2162,0.34,0.75,0.35,0.1,0.4,4200.11,23.44,658.15,3.67
2163,0.34,0.75,0.35,0.1,0.6,4017.35,22.42,850.42,4.75
2164,0.34,0.75,0.35,0.1,0.8,3848.3,21.48,1061.89,5.93
2165,0.34,0.75,0.35,0.17,0.2,4681.4,26.13,455.68,2.54
2166,0.34,0.75,0.35,0.17,0.4,4482.4,25.02,619.98,3.46
2167,0.34,0.75,0.35,0.17,0.6,4296.01,23.98,806.78,4.5
2168,0.34,0.75,0.35,0.17,0.8,4121.17,23,1012.49,5.65
2169,0.34,0.75,0.35,0.25,0.2,4997.38,27.89,424.76,2.37
2170,0.34,0.75,0.35,0.25,0.4,4795.05,26.76,583.48,3.26
2171,0.34,0.75,0.35,0.25,0.6,4605.15,25.7,765.11,4.27
2172,0.34,0.75,0.35,0.25,0.8,4426.11,24.7,965.34,5.39
2173,0.34,0.75,0.35,0.32,0.2,5262.03,29.37,401.71,2.24
2174,0.34,0.75,0.35,0.32,0.4,5057.14,28.23,555.86,3.1
2175,0.34,0.75,0.35,0.32,0.6,4865.15,27.15,733.87,4.1
2176,0.34,0.75,0.35,0.32,0.8,4683.22,26.14,930.21,5.19
2177,0.34,0.75,0.35,0.4,0.2,5550.35,30.98,379.19,2.12
2178,0.34,0.75,0.35,0.4,0.4,5342.87,29.82,528.31,2.95
2179,0.34,0.75,0.35,0.4,0.6,5148.39,28.73,702.57,3.92
2180,0.34,0.75,0.35,0.4,0.8,4964.02,27.71,895.05,5
2181,0.34,0.75,0.43,0.1,0.2,4344.64,24.25,528.61,2.95
2182,0.34,0.75,0.43,0.1,0.4,4106.46,22.92,752.9,4.2
2183,0.34,0.75,0.43,0.1,0.6,3887.68,21.7,1008.82,5.63
2184,0.34,0.75,0.43,0.1,0.8,3698.87,20.64,1296.5,7.24
2185,0.34,0.75,0.43,0.17,0.2,4629.78,25.84,494.64,2.76
2186,0.34,0.75,0.43,0.17,0.4,4386.98,24.48,712.02,3.97
2187,0.34,0.75,0.43,0.17,0.6,4162.25,23.23,960.89,5.36
2188,0.34,0.75,0.43,0.17,0.8,3964.74,22.13,1240.22,6.92
2189,0.34,0.75,0.43,0.25,0.2,4944.84,27.6,462.2,2.58
2190,0.34,0.75,0.43,0.25,0.4,4697.85,26.22,672.97,3.76
2191,0.34,0.75,0.43,0.25,0.6,4468.46,24.94,915.04,5.11
2192,0.34,0.75,0.43,0.25,0.8,4262.16,23.79,1186.62,6.62
2193,0.34,0.75,0.43,0.32,0.2,5208.78,29.07,437.88,2.44
2194,0.34,0.75,0.43,0.32,0.4,4958.98,27.68,643.54,3.59
2195,0.34,0.75,0.43,0.32,0.6,4726.44,26.38,880.81,4.92
2196,0.34,0.75,0.43,0.32,0.8,4514.05,25.19,1146.78,6.4
2197,0.34,0.75,0.43,0.4,0.2,5496.51,30.68,413.98,2.31
2198,0.34,0.75,0.43,0.4,0.4,5243.44,29.27,614.04,3.43
2199,0.34,0.75,0.43,0.4,0.6,5007.87,27.95,846.53,4.72
2200,0.34,0.75,0.43,0.4,0.8,4790.67,26.74,1107.48,6.18
2201,0.34,0.75,0.51,0.1,0.2,4293.15,23.96,572.49,3.2
2202,0.34,0.75,0.51,0.1,0.4,4012.53,22.39,856.31,4.78
2203,0.34,0.75,0.51,0.1,0.6,3765.77,21.02,1185.28,6.62
2204,0.34,0.75,0.51,0.1,0.8,3565.42,19.9,1562.97,8.72
2205,0.34,0.75,0.51,0.17,0.2,4577.34,25.55,536.97,3
2206,0.34,0.75,0.51,0.17,0.4,4291.02,23.95,812.46,4.53
2207,0.34,0.75,0.51,0.17,0.6,4034.48,22.52,1132.05,6.32
2208,0.34,0.75,0.51,0.17,0.8,3826.26,21.36,1499.68,8.37
2209,0.34,0.75,0.51,0.25,0.2,4891.52,27.3,503.04,2.81
2210,0.34,0.75,0.51,0.25,0.4,4600.04,25.67,770.62,4.3
2211,0.34,0.75,0.51,0.25,0.6,4335.41,24.2,1081.4,6.04
2212,0.34,0.75,0.51,0.25,0.8,4116.67,22.98,1438.36,8.03
2213,0.34,0.75,0.51,0.32,0.2,5154.78,28.77,477.45,2.66
2214,0.34,0.75,0.51,0.32,0.4,4859.94,27.12,739.27,4.13
2215,0.34,0.75,0.51,0.32,0.6,4589.9,25.62,1043.79,5.83
2216,0.34,0.75,0.51,0.32,0.8,4362.2,24.35,1392.74,7.77
2217,0.34,0.75,0.51,0.4,0.2,5441.81,30.37,452.2,2.52
2218,0.34,0.75,0.51,0.4,0.4,5143.1,28.7,707.84,3.95
2219,0.34,0.75,0.51,0.4,0.6,4868.82,27.17,1006.61,5.62
2220,0.34,0.75,0.51,0.4,0.8,4632.6,25.86,1348.01,7.52
2221,0.34,0.75,0.59,0.1,0.2,4245.78,23.7,615.33,3.43
2222,0.34,0.75,0.59,0.1,0.4,3927.48,21.92,958.17,5.35
2223,0.34,0.75,0.59,0.1,0.6,3663.17,20.45,1363.05,7.61
2224,0.34,0.75,0.59,0.1,0.8,3450.3,19.26,1833.92,10.24
2225,0.34,0.75,0.59,0.17,0.2,4528.98,25.28,578.43,3.23
2226,0.34,0.75,0.59,0.17,0.4,4203.55,23.46,911.57,5.09
2227,0.34,0.75,0.59,0.17,0.6,3927.21,21.92,1304.75,7.28
2228,0.34,0.75,0.59,0.17,0.8,3707.8,20.69,1763.07,9.84
2229,0.34,0.75,0.59,0.25,0.2,4842.38,27.03,543.19,3.03
2230,0.34,0.75,0.59,0.25,0.4,4510.81,25.18,867.01,4.84
2231,0.34,0.75,0.59,0.25,0.6,4222.6,23.57,1249.19,6.97
2232,0.34,0.75,0.59,0.25,0.8,3994.36,22.29,1695.05,9.46
2233,0.34,0.75,0.59,0.32,0.2,5104.96,28.49,516.51,2.88
2234,0.34,0.75,0.59,0.32,0.4,4769.44,26.62,833.7,4.65
2235,0.34,0.75,0.59,0.32,0.6,4472.66,24.96,1208.01,6.74
2236,0.34,0.75,0.59,0.32,0.8,4236.04,23.64,1644.42,9.18
2237,0.34,0.75,0.59,0.4,0.2,5391.35,30.09,490.04,2.74
2238,0.34,0.75,0.59,0.4,0.4,5051.36,28.19,800.39,4.47
2239,0.34,0.75,0.59,0.4,0.6,4747.67,26.5,1167.39,6.52
2240,0.34,0.75,0.59,0.4,0.8,4502.04,25.13,1594.83,8.9
2241,0.34,0.75,0.67,0.1,0.2,4202.15,23.45,655.51,3.66
2242,0.34,0.75,0.67,0.1,0.4,3851.88,21.5,1055.41,5.89
2243,0.34,0.75,0.67,0.1,0.6,3575.97,19.96,1536.81,8.58
2244,0.34,0.75,0.67,0.1,0.8,3346.94,18.68,2097.53,11.71
2245,0.34,0.75,0.67,0.17,0.2,4484.47,25.03,617.41,3.45
2246,0.34,0.75,0.67,0.17,0.4,4124.83,23.02,1006.15,5.62
2247,0.34,0.75,0.67,0.17,0.6,3837.16,21.42,1474.12,8.23
2248,0.34,0.75,0.67,0.17,0.8,3602.32,20.11,2020.62,11.28
2249,0.34,0.75,0.67,0.25,0.2,4797.16,26.77,580.99,3.24
2250,0.34,0.75,0.67,0.25,0.4,4429.85,24.72,959.11,5.35
2251,0.34,0.75,0.67,0.25,0.6,4128.02,23.04,1413.51,7.89
2252,0.34,0.75,0.67,0.25,0.8,3886.39,21.69,1945.8,10.86
2253,0.34,0.75,0.67,0.32,0.2,5059.26,28.24,553.42,3.09
2254,0.34,0.75,0.67,0.32,0.4,4687,26.16,924.09,5.16
2255,0.34,0.75,0.67,0.32,0.6,4374.02,24.41,1368.51,7.64
2256,0.34,0.75,0.67,0.32,0.8,4125.44,23.03,1889.89,10.55
2257,0.34,0.75,0.67,0.4,0.2,5345.02,29.83,525.94,2.94
2258,0.34,0.75,0.67,0.4,0.4,4967.83,27.73,889.01,4.96
2259,0.34,0.75,0.67,0.4,0.6,4645.01,25.93,1324.42,7.39
2260,0.34,0.75,0.67,0.4,0.8,4388.11,24.49,1835.14,10.24
2261,0.34,0.75,0.75,0.1,0.2,4157.57,23.2,699.92,3.91
2262,0.34,0.75,0.75,0.1,0.4,3778.55,21.09,1164.08,6.5
2263,0.34,0.75,0.75,0.1,0.6,3490.99,19.48,1731.58,9.66
2264,0.34,0.75,0.75,0.1,0.8,3243.63,18.1,2390,13.34
2265,0.34,0.75,0.75,0.17,0.2,4439.08,24.78,660.56,3.69
2266,0.34,0.75,0.75,0.17,0.4,4047.83,22.59,1111.42,6.2
2267,0.34,0.75,0.75,0.17,0.6,3749.53,20.93,1663.54,9.28
2268,0.34,0.75,0.75,0.17,0.8,3496.86,19.52,2307.47,12.88
2269,0.34,0.75,0.75,0.25,0.2,4750.91,26.52,622.91,3.48
2270,0.34,0.75,0.75,0.25,0.4,4349.42,24.28,1061.35,5.92
2271,0.34,0.75,0.75,0.25,0.6,4037.4,22.53,1598.28,8.92
2272,0.34,0.75,0.75,0.25,0.8,3778.94,21.09,2226.15,12.42
2273,0.34,0.75,0.75,0.32,0.2,5012.61,27.98,594.47,3.32
2274,0.34,0.75,0.75,0.32,0.4,4604.42,25.7,1024.24,5.72
2275,0.34,0.75,0.75,0.32,0.6,4280.45,23.89,1549.68,8.65
2276,0.34,0.75,0.75,0.32,0.8,4016.07,22.41,2164.84,12.08
2277,0.34,0.75,0.75,0.4,0.2,5297.74,29.57,566,3.16
2278,0.34,0.75,0.75,0.4,0.4,4883.7,27.26,987.44,5.51
2279,0.34,0.75,0.75,0.4,0.6,4547.99,25.38,1501.83,8.38
2280,0.34,0.75,0.75,0.4,0.8,4275.4,23.86,2104.18,11.74
2281,0.34,1.08,0.35,0.1,0.2,5010.94,27.97,391.85,2.19
2282,0.34,1.08,0.35,0.1,0.4,4799.91,26.79,539.55,3.01
2283,0.34,1.08,0.35,0.1,0.6,4605.08,25.7,714.56,3.99
2284,0.34,1.08,0.35,0.1,0.8,4421.51,24.68,910.14,5.08
2285,0.34,1.08,0.35,0.17,0.2,5301.87,29.59,365.14,2.04
2286,0.34,1.08,0.35,0.17,0.4,5086.82,28.39,506.67,2.83
2287,0.34,1.08,0.35,0.17,0.6,4888.63,27.28,676.43,3.78
2288,0.34,1.08,0.35,0.17,0.8,4701.45,26.24,866.71,4.84
2289,0.34,1.08,0.35,0.25,0.2,5621.8,31.38,339.53,1.9
2290,0.34,1.08,0.35,0.25,0.4,5403.6,30.16,475.12,2.65
2291,0.34,1.08,0.35,0.25,0.6,5202.14,29.03,639.77,3.57
2292,0.34,1.08,0.35,0.25,0.8,5011.72,27.97,825.06,4.6
2293,0.34,1.08,0.35,0.32,0.2,5889.21,32.87,320.44,1.79
2294,0.34,1.08,0.35,0.32,0.4,5668.81,31.64,451.42,2.52
2295,0.34,1.08,0.35,0.32,0.6,5464.94,30.5,611.87,3.42
2296,0.34,1.08,0.35,0.32,0.8,5272.53,29.43,793.71,4.43
2297,0.34,1.08,0.35,0.4,0.2,6179.79,34.49,301.85,1.68
2298,0.34,1.08,0.35,0.4,0.4,5957.38,33.25,428.17,2.39
2299,0.34,1.08,0.35,0.4,0.6,5751.35,32.1,584,3.26
2300,0.34,1.08,0.35,0.4,0.8,5556.71,31.01,762.24,4.25
2301,0.34,1.08,0.43,0.1,0.2,4957.28,27.67,425.07,2.37
2302,0.34,1.08,0.43,0.1,0.4,4702.65,26.25,622.35,3.47
2303,0.34,1.08,0.43,0.1,0.6,4468.62,24.94,856,4.78
2304,0.34,1.08,0.43,0.1,0.8,4253.45,23.74,1119.4,6.25
2305,0.34,1.08,0.43,0.17,0.2,5247.2,29.29,396.78,2.21
2306,0.34,1.08,0.43,0.17,0.4,4987.79,27.84,586.7,3.27
2307,0.34,1.08,0.43,0.17,0.6,4749.58,26.51,813.97,4.54
2308,0.34,1.08,0.43,0.17,0.8,4528.02,25.27,1070.57,5.98
2309,0.34,1.08,0.43,0.25,0.2,5566.28,31.07,369.75,2.06
2310,0.34,1.08,0.43,0.25,0.4,5302.77,29.6,552.46,3.08
2311,0.34,1.08,0.43,0.25,0.6,5060.68,28.25,773.76,4.32
2312,0.34,1.08,0.43,0.25,0.8,4834.18,26.98,1024.01,5.72
2313,0.34,1.08,0.43,0.32,0.2,5833.15,32.56,349.66,1.95
2314,0.34,1.08,0.43,0.32,0.4,5566.78,31.07,526.58,2.94
2315,0.34,1.08,0.43,0.32,0.6,5322.11,29.7,743.42,4.15
2316,0.34,1.08,0.43,0.32,0.8,5092.32,28.42,989.12,5.52
2317,0.34,1.08,0.43,0.4,0.2,6123.16,34.18,329.98,1.84
2318,0.34,1.08,0.43,0.4,0.4,5854.42,32.68,500.94,2.8
2319,0.34,1.08,0.43,0.4,0.6,5606.86,31.29,712.91,3.98
2320,0.34,1.08,0.43,0.4,0.8,5374.07,29.99,954.14,5.33
2321,0.34,1.08,0.51,0.1,0.2,4904.39,27.37,460.65,2.57
2322,0.34,1.08,0.51,0.1,0.4,4607.26,25.71,711.51,3.97
2323,0.34,1.08,0.51,0.1,0.6,4336.9,24.21,1009.31,5.63
2324,0.34,1.08,0.51,0.1,0.8,4102.02,22.89,1350.62,7.54
2325,0.34,1.08,0.51,0.17,0.2,5193.31,28.99,430.82,2.4
2326,0.34,1.08,0.51,0.17,0.4,4890.87,27.3,673.45,3.76
2327,0.34,1.08,0.51,0.17,0.6,4614.61,25.76,963.54,5.38
2328,0.34,1.08,0.51,0.17,0.8,4370.33,24.39,1295.65,7.23
2329,0.34,1.08,0.51,0.25,0.2,5511.68,30.76,402.27,2.25
2330,0.34,1.08,0.51,0.25,0.4,5204.41,29.05,636.86,3.55
2331,0.34,1.08,0.51,0.25,0.6,4923.07,27.48,919.46,5.13
2332,0.34,1.08,0.51,0.25,0.8,4669.71,26.06,1243.22,6.94
2333,0.34,1.08,0.51,0.32,0.2,5777.97,32.25,381.09,2.13
2334,0.34,1.08,0.51,0.32,0.4,5467.22,30.51,609.02,3.4
2335,0.34,1.08,0.51,0.32,0.6,5182.74,28.93,886.33,4.95
2336,0.34,1.08,0.51,0.32,0.8,4923.54,27.48,1204.27,6.72
2337,0.34,1.08,0.51,0.4,0.2,6067.48,33.86,360.31,2.01
2338,0.34,1.08,0.51,0.4,0.4,5753.66,32.11,581.2,3.24
2339,0.34,1.08,0.51,0.4,0.6,5465.8,30.51,853.03,4.76
2340,0.34,1.08,0.51,0.4,0.8,5201.66,29.03,1165.49,6.5
2341,0.34,1.08,0.59,0.1,0.2,4855.8,27.1,495.79,2.77
2342,0.34,1.08,0.59,0.1,0.4,4520.27,25.23,799.62,4.46
2343,0.34,1.08,0.59,0.1,0.6,4221.88,23.56,1163.13,6.49
2344,0.34,1.08,0.59,0.1,0.8,3976.8,22.2,1585.83,8.85
2345,0.34,1.08,0.59,0.17,0.2,5143.82,28.71,464.55,2.59
2346,0.34,1.08,0.59,0.17,0.4,4802.31,26.8,759.1,4.24
2347,0.34,1.08,0.59,0.17,0.6,4494.97,25.09,1112.94,6.21
2348,0.34,1.08,0.59,0.17,0.8,4240.41,23.67,1524.95,8.51
2349,0.34,1.08,0.59,0.25,0.2,5461.48,30.48,434.57,2.43
2350,0.34,1.08,0.59,0.25,0.4,5114.35,28.54,720.35,4.02
2351,0.34,1.08,0.59,0.25,0.6,4799.85,26.79,1065.18,5.95
2352,0.34,1.08,0.59,0.25,0.8,4533.47,25.3,1466.13,8.18
2353,0.34,1.08,0.59,0.32,0.2,5727.26,31.97,412.25,2.3
2354,0.34,1.08,0.59,0.32,0.4,5376.31,30.01,690.97,3.86
2355,0.34,1.08,0.59,0.32,0.6,5057.26,28.23,1029.5,5.75
2356,0.34,1.08,0.59,0.32,0.8,4781.95,26.69,1422.47,7.94
2357,0.34,1.08,0.59,0.4,0.2,6016.34,33.58,390.35,2.18
2358,0.34,1.08,0.59,0.4,0.4,5661.73,31.6,661.46,3.69
2359,0.34,1.08,0.59,0.4,0.6,5338.38,29.79,993.82,5.55
2360,0.34,1.08,0.59,0.4,0.8,5055.12,28.21,1379.56,7.7
2361,0.34,1.08,0.67,0.1,0.2,4802.6,26.8,536.92,3
2362,0.34,1.08,0.67,0.1,0.4,4425.96,24.7,903.02,5.04
2363,0.34,1.08,0.67,0.1,0.6,4104.35,22.91,1346.24,7.51
2364,0.34,1.08,0.67,0.1,0.8,3848.84,21.48,1867.88,10.43
2365,0.34,1.08,0.67,0.17,0.2,5089.6,28.41,504.15,2.81
2366,0.34,1.08,0.67,0.17,0.4,4705.97,26.27,859.73,4.8
2367,0.34,1.08,0.67,0.17,0.6,4372.69,24.41,1291.34,7.21
2368,0.34,1.08,0.67,0.17,0.8,4109.82,22.94,1800.09,10.05
2369,0.34,1.08,0.67,0.25,0.2,5406.4,30.17,472.69,2.64
2370,0.34,1.08,0.67,0.25,0.4,5016.28,28,818.25,4.57
2371,0.34,1.08,0.67,0.25,0.6,4672.11,26.08,1238.96,6.91
2372,0.34,1.08,0.67,0.25,0.8,4398.73,24.55,1734.85,9.68
2373,0.34,1.08,0.67,0.32,0.2,5671.64,31.65,449.07,2.51
2374,0.34,1.08,0.67,0.32,0.4,5277.14,29.45,787.05,4.39
2375,0.34,1.08,0.67,0.32,0.6,4925.95,27.49,1200.06,6.7
2376,0.34,1.08,0.67,0.32,0.8,4642.49,25.91,1686.24,9.41
2377,0.34,1.08,0.67,0.4,0.2,5960.24,33.27,425.92,2.38
2378,0.34,1.08,0.67,0.4,0.4,5561.38,31.04,755.72,4.22
2379,0.34,1.08,0.67,0.4,0.6,5204.11,29.05,1161.32,6.48
2380,0.34,1.08,0.67,0.4,0.8,4910.73,27.41,1638.3,9.14
2381,0.34,1.08,0.75,0.1,0.2,4757.64,26.55,573.94,3.2
2382,0.34,1.08,0.75,0.1,0.4,4347.07,24.26,996.24,5.56
2383,0.34,1.08,0.75,0.1,0.6,4012.13,22.39,1514.48,8.45
2384,0.34,1.08,0.75,0.1,0.8,3744.03,20.9,2126.98,11.87
2385,0.34,1.08,0.75,0.17,0.2,5043.75,28.15,539.85,3.01
2386,0.34,1.08,0.75,0.17,0.4,4625.04,25.81,950.76,5.31
2387,0.34,1.08,0.75,0.17,0.6,4276.85,23.87,1455.09,8.12
2388,0.34,1.08,0.75,0.17,0.8,4002.79,22.34,2053.17,11.46
2389,0.34,1.08,0.75,0.25,0.2,5359.77,29.91,507.17,2.83
2390,0.34,1.08,0.75,0.25,0.4,4933.74,27.54,906.97,5.06
2391,0.34,1.08,0.75,0.25,0.6,4571.64,25.52,1398.12,7.8
2392,0.34,1.08,0.75,0.25,0.8,4289.66,23.94,1981.56,11.06
2393,0.34,1.08,0.75,0.32,0.2,5624.5,31.39,482.54,2.69
2394,0.34,1.08,0.75,0.32,0.4,5193.55,28.99,874.05,4.88
2395,0.34,1.08,0.75,0.32,0.6,4821.66,26.91,1356.01,7.57
2396,0.34,1.08,0.75,0.32,0.8,4530.73,25.29,1927.93,10.76
2397,0.34,1.08,0.75,0.4,0.2,5912.68,33,458.21,2.56
2398,0.34,1.08,0.75,0.4,0.4,5476.74,30.57,840.98,4.69
2399,0.34,1.08,0.75,0.4,0.6,5096.31,28.44,1314.4,7.34
2400,0.34,1.08,0.75,0.4,0.8,4795.44,26.76,1875.16,10.47
2401,0.34,1.41,0.35,0.1,0.2,5556.27,31.01,327.08,1.83
2402,0.34,1.41,0.35,0.1,0.4,5328.1,29.74,456.85,2.55
2403,0.34,1.41,0.35,0.1,0.6,5120.18,28.58,617.36,3.45
2404,0.34,1.41,0.35,0.1,0.8,4926.12,27.49,802.1,4.48
2405,0.34,1.41,0.35,0.17,0.2,5850.44,32.65,303.86,1.7
2406,0.34,1.41,0.35,0.17,0.4,5618.78,31.36,428.29,2.39
2407,0.34,1.41,0.35,0.17,0.6,5407.23,30.18,582.91,3.25
2408,0.34,1.41,0.35,0.17,0.8,5209.95,29.08,762.65,4.26
2409,0.34,1.41,0.35,0.25,0.2,6173.16,34.45,281.5,1.57
2410,0.34,1.41,0.35,0.25,0.4,5938.42,33.14,400.75,2.24
2411,0.34,1.41,0.35,0.25,0.6,5723.98,31.95,549.88,3.07
2412,0.34,1.41,0.35,0.25,0.8,5523.74,30.83,724.78,4.05
2413,0.34,1.41,0.35,0.32,0.2,6442.41,35.96,264.86,1.48
2414,0.34,1.41,0.35,0.32,0.4,6205.39,34.63,380.2,2.12
2415,0.34,1.41,0.35,0.32,0.6,5989.02,33.43,524.93,2.93
2416,0.34,1.41,0.35,0.32,0.8,5786.69,32.3,695.92,3.88
2417,0.34,1.41,0.35,0.4,0.2,6734.51,37.59,248.74,1.39
2418,0.34,1.41,0.35,0.4,0.4,6495.31,36.25,360.02,2.01
2419,0.34,1.41,0.35,0.4,0.6,6277.09,35.03,500.26,2.79
2420,0.34,1.41,0.35,0.4,0.8,6072.86,33.89,666.95,3.72
2421,0.34,1.41,0.43,0.1,0.2,5499.96,30.7,354.92,1.98
2422,0.34,1.41,0.43,0.1,0.4,5227.42,29.18,528.9,2.95
2423,0.34,1.41,0.43,0.1,0.6,4980.88,27.8,745.54,4.16
2424,0.34,1.41,0.43,0.1,0.8,4751.46,26.52,993.91,5.55
2425,0.34,1.41,0.43,0.17,0.2,5793.4,32.33,330.57,1.84
2426,0.34,1.41,0.43,0.17,0.4,5516.36,30.79,497.58,2.78
2427,0.34,1.41,0.43,0.17,0.6,5265.62,29.39,707.61,3.95
2428,0.34,1.41,0.43,0.17,0.8,5031.79,28.08,949.82,5.3
2429,0.34,1.41,0.43,0.25,0.2,6115.4,34.13,307.1,1.71
2430,0.34,1.41,0.43,0.25,0.4,5834.7,32.57,467.41,2.61
2431,0.34,1.41,0.43,0.25,0.6,5580.27,31.14,671.05,3.75
2432,0.34,1.41,0.43,0.25,0.8,5342.48,29.82,907.25,5.06
2433,0.34,1.41,0.43,0.32,0.2,6384.17,35.63,289.57,1.62
2434,0.34,1.41,0.43,0.32,0.4,6100.76,34.05,444.81,2.48
2435,0.34,1.41,0.43,0.32,0.6,5843.82,32.62,643.25,3.59
2436,0.34,1.41,0.43,0.32,0.8,5603.51,31.27,875.1,4.88
2437,0.34,1.41,0.43,0.4,0.2,6675.72,37.26,272.48,1.52
2438,0.34,1.41,0.43,0.4,0.4,6389.68,35.66,422.53,2.36
2439,0.34,1.41,0.43,0.4,0.6,6130.54,34.22,615.5,3.44
2440,0.34,1.41,0.43,0.4,0.8,5887.75,32.86,842.7,4.7
2441,0.34,1.41,0.51,0.1,0.2,5442.87,30.38,385.59,2.15
2442,0.34,1.41,0.51,0.1,0.4,5126.37,28.61,610.6,3.41
2443,0.34,1.41,0.51,0.1,0.6,4841.34,27.02,889.88,4.97
2444,0.34,1.41,0.51,0.1,0.8,4582.53,25.58,1211.8,6.76
2445,0.34,1.41,0.51,0.17,0.2,5735.35,32.01,360.01,2.01
2446,0.34,1.41,0.51,0.17,0.4,5413.54,30.21,576.36,3.22
2447,0.34,1.41,0.51,0.17,0.6,5123.53,28.6,848.14,4.73
2448,0.34,1.41,0.51,0.17,0.8,4857.37,27.11,1162.17,6.49
2449,0.34,1.41,0.51,0.25,0.2,6056.63,33.8,335.36,1.87
2450,0.34,1.41,0.51,0.25,0.4,5730.41,31.98,543.54,3.03
2451,0.34,1.41,0.51,0.25,0.6,5435.92,30.34,808.04,4.51
2452,0.34,1.41,0.51,0.25,0.8,5163.49,28.82,1114.69,6.22
2453,0.34,1.41,0.51,0.32,0.2,6324.89,35.3,316.98,1.77
2454,0.34,1.41,0.51,0.32,0.4,5995.51,33.46,518.77,2.9
2455,0.34,1.41,0.51,0.32,0.6,5697.96,31.8,777.66,4.34
2456,0.34,1.41,0.51,0.32,0.8,5421.59,30.26,1079.05,6.02
2457,0.34,1.41,0.51,0.4,0.2,6615.91,36.93,298.93,1.67
2458,0.34,1.41,0.51,0.4,0.4,6283.64,35.07,494.28,2.76
2459,0.34,1.41,0.51,0.4,0.6,5983.18,33.39,747.15,4.17
2460,0.34,1.41,0.51,0.4,0.8,5703.42,31.83,1043.29,5.82
2461,0.34,1.41,0.59,0.1,0.2,5391.91,30.09,415.4,2.32
2462,0.34,1.41,0.59,0.1,0.4,5037.19,28.11,690.71,3.86
2463,0.34,1.41,0.59,0.1,0.6,4718.97,26.34,1031.02,5.75
2464,0.34,1.41,0.59,0.1,0.8,4442.76,24.8,1427.82,7.97
2465,0.34,1.41,0.59,0.17,0.2,5683.58,31.72,388.54,2.17
2466,0.34,1.41,0.59,0.17,0.4,5322.84,29.71,654.19,3.65
2467,0.34,1.41,0.59,0.17,0.6,4998.45,27.9,986.1,5.5
