Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
4054,0.3,0.1,0.225,0.18,0.8,18034.49532,1168.641328,630.9014586,,95.4004195937368,6.18197909437156
4055,3,0.1,0.475,0.42,0.6,27534.84661,1253.614091,602.2866672,,145.656192393144,6.63147530152349
4056,0.3,0.1,0.35,0.42,0.2,21117.86175,1193.641745,430.7632897,,111.711075698265,6.31422844371562
4057,0.3,0.49,0.6,0.34,0.4,19791.56079,2292.00479,5261.525804,,104.695095165044,12.1244434511215
4058,1.38,0.23,0.35,0.42,0.2,23074.09047,1398.39346,1462.967073,,122.059302105375,7.39734162082099
4059,2.46,0.49,0.475,0.1,0.4,21678.02022,1985.743828,5030.459304,,114.67425,10.5043579559882
4060,1.92,0.49,0.1,0.34,0.6,20301.13585,2099.400454,5610.63178,,107.390689007617,11.1055885209479
4061,1.92,0.1,0.475,0.5,0.2,26262.30017,1238.289973,463.0824668,,138.92456712865,6.55041246826069
4062,0.3,0.1,0.6,0.5,0.2,23127.73091,1313.999806,430.7632897,,122.343053903936,6.95090883410918
4063,1.92,0.36,0.6,0.42,0.8,24431.57156,2047.18878,4193.175355,,129.240221963606,10.8293947312738
4064,3,0.36,0.1,0.18,0.2,21942.51269,1421.284856,2993.230601,,116.073384944985,7.51843449005502
4065,1.38,0.1,0.225,0.34,0.6,22283.5254,1152.596419,564.6880409,,117.877303216251,6.09710335907744
4066,0.84,0.23,0.225,0.5,0.8,21356.75531,1634.596724,2092.72159,,112.974795334321,8.6468298984342
4067,1.38,0.36,0.1,0.34,0.2,20225.77942,1525.282873,2841.106425,,106.992062103259,8.06857211701227
4068,1.92,0.23,0.475,0.26,0.6,23279.35222,1534.772311,2009.625859,,123.145113309353,8.11877015975455
4069,1.38,0.23,0.35,0.26,0.8,21352.137,1573.885012,2091.904074,,112.950365002116,8.32567187896741
4070,0.84,0.36,0.6,0.1,0.6,19395.44351,1951.936036,3618.244259,,102.599680014812,10.3255185992383
4071,1.92,0.62,0.225,0.5,0.4,22096.75744,2313.962206,6997.460871,,116.889322048244,12.2405956728735
4072,2.46,0.23,0.475,0.42,0.6,25653.03335,1569.286623,2008.69805,,135.70161526661,8.30134692657639
4073,0.3,0.1,0.475,0.5,0.6,22343.46674,1342.159125,564.1887356,,118.194386055861,7.09986841409226
4074,0.3,0.36,0.6,0.42,0.2,21224.69232,1823.506351,2842.027765,,112.27619720694,9.64614024016081
4075,0.3,0.75,0.225,0.26,0.8,15431.315,3115.771682,10712.72117,,81.6298931443081,16.4820761849344
4076,1.38,0.75,0.6,0.1,0.4,19172.93974,2723.069476,8773.377263,,101.422660495133,14.4047263859501
4077,1.92,0.62,0.1,0.5,0.6,21045.70717,2443.679495,7776.619042,,111.329386214558,12.9267853099873
4078,0.84,0.1,0.225,0.5,0.2,22437.74475,1159.265222,430.851903,,118.693105956411,6.1323805649598
4079,2.46,0.36,0.6,0.34,0.2,25282.6427,1671.163283,2993.942804,,133.742291049513,8.84026281739314
4080,3,0.62,0.475,0.18,0.2,23070.79572,2078.710094,6216.10839,,122.041873254338,10.9961388806602
4081,0.84,0.23,0.1,0.42,0.6,20001.00248,1486.955006,1882.871544,,105.803017774016,7.86582207998307
4082,2.46,0.49,0.225,0.42,0.2,23258.46059,1816.567989,4452.96152,,123.034598973762,9.60943709796868
4083,1.38,0.75,0.475,0.34,0.4,20656.68244,2703.115322,8773.377263,,109.271489843419,14.2991711912823
4084,0.84,0.1,0.225,0.1,0.8,18734.51047,1106.579663,631.2559117,,99.1034197524334,5.85367997778248
4085,0.84,0.49,0.6,0.1,0.4,18959.22534,2177.581236,5260.216808,,100.292135738468,11.519155924672
4086,1.38,0.75,0.6,0.1,0.8,18703.32865,3059.930494,10706.21581,,98.9384714875159,16.1866826809141
4087,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,,121.692819614896,11.1221933929327
4088,2.46,0.1,0.35,0.18,0.2,23984.71122,1081.701922,463.1266797,,126.876381823953,5.72207957046128
4089,0.84,0.36,0.35,0.26,0.8,19337.84672,2017.108842,4006.568812,,102.294999576809,10.6702752962336
4090,0.3,0.49,0.6,0.34,0.8,19418.54536,2578.929297,6456.402351,,102.721886161659,13.6422413087177
4091,0.3,0.1,0.475,0.26,0.8,20256.34364,1292.498722,630.9014586,,107.153743334744,6.83717055649598
4092,1.92,0.23,0.475,0.1,0.2,22092.17609,1325.80092,1573.189732,,116.865087230216,7.01333537875582
4093,3,0.75,0.1,0.1,0.6,18959.00183,2620.351751,9730.634564,,100.290953396107,13.8613613573847
4094,0.84,0.49,0.6,0.26,0.6,20247.65536,2356.285976,5857.000583,,107.10778332628,12.4644835801947
4095,1.38,0.36,0.225,0.26,0.2,20330.91206,1550.857956,2841.106425,,107.548201756242,8.20386138383411
4096,3,0.62,0.225,0.42,0.8,22968.24063,2527.300958,8546.999977,,121.499368546339,13.3691332945408
4097,1.92,0.1,0.1,0.26,0.6,21966.94702,1066.931144,602.0938391,,116.202639758781,5.643943842573
4098,0.3,0.49,0.475,0.1,0.2,17099.52533,2039.901031,4664.087531,,90.4545351777402,10.7908433717732
4099,3,0.62,0.475,0.18,0.2,23070.79572,2078.710094,6216.10839,,122.041873254338,10.9961388806602
4100,1.38,0.23,0.225,0.5,0.6,22711.33722,1529.421346,1882.258407,,120.140378861617,8.09046416631401
4101,1.92,0.36,0.35,0.1,0.2,20726.01245,1528.608243,2994.569285,,109.638237674566,8.0861629443504
4102,0.84,0.75,0.1,0.1,0.8,14412.20983,3019.006134,10709.6115,,76.238943239526,15.9701974925942
4103,0.84,0.1,0.225,0.34,0.6,20992.84336,1167.382912,564.4545755,,111.049742699958,6.1753222175201
4104,2.46,0.1,0.225,0.5,0.6,25787.52104,1192.729969,602.2264778,,136.413039779941,6.30940525285654
4105,3,0.75,0.6,0.5,0.6,25369.82978,2809.876645,9730.634564,,134.203500740584,14.8639263912399
4106,1.92,0.1,0.6,0.1,0.2,23537.8952,1138.807148,463.0824668,,124.512776132036,6.02415969107067
4107,3,0.23,0.1,0.5,0.8,24955.75611,1503.964389,2225.099799,,132.013098338976,7.95579977253491
4108,3,0.36,0.1,0.42,0.6,23625.94439,1725.18161,3789.623947,,124.9785462865,9.12601359500635
4109,1.38,0.75,0.225,0.26,0.4,18462.50635,2626.602744,8773.377263,,97.6645490372408,13.8944283961066
4110,3,0.62,0.475,0.1,0.2,22331.34523,2061.587045,6216.10839,,118.130264652984,10.905559907956
4111,1.38,0.62,0.6,0.5,0.8,22704.818,2783.712716,8559.563598,,120.105892932713,14.7255221963606
4112,2.46,0.23,0.1,0.34,0.4,22909.02466,1333.1418,1790.789256,,121.186122831147,7.05216779517563
4113,3,0.62,0.35,0.26,0.8,22378.05445,2545.457285,8546.999977,,118.377351089716,13.4651781898011
4114,1.38,0.62,0.225,0.18,0.8,17788.98708,2661.061778,8559.563598,,94.1017090562844,14.0767127486246
4115,0.84,0.49,0.6,0.18,0.6,19520.03222,2345.922043,5857.000583,,103.258740055015,12.4096595588235
4116,3,0.62,0.475,0.5,0.8,25060.06754,2622.450576,8546.999977,,132.564893884892,13.8724639018197
4117,0.84,0.62,0.6,0.18,0.6,18970.41485,2682.63851,7782.042563,,100.351326967838,14.1908511955142
4118,1.92,0.62,0.6,0.34,0.8,22502.23364,2716.375714,8555.777214,,119.034244815912,14.3693171498096
4119,3,0.49,0.225,0.34,0.6,23090.68462,2075.781768,5604.977222,,122.147083262802,10.9806483707152
4120,0.84,0.62,0.475,0.34,0.4,19939.58089,2491.462446,7001.076551,,105.478104581041,13.1795516610241
4121,0.3,0.62,0.35,0.18,0.8,15989.74533,2843.304094,8566.144897,,84.5839257829031,15.0407537769784
4122,1.38,0.62,0.6,0.5,0.8,22704.818,2783.712716,8559.563598,,120.105892932713,14.7255221963606
4123,0.3,0.62,0.35,0.18,0.6,16193.93428,2688.355185,7784.394805,,85.6640619974609,14.2210917530681
4124,2.46,0.23,0.35,0.34,0.2,24576.81482,1356.706353,1572.880462,,130.008542213288,7.1768215880237
4125,3,0.36,0.475,0.42,0.8,25741.8226,1949.606764,4187.820619,,136.171300253915,10.3131970165044
4126,0.84,0.49,0.6,0.18,0.8,19346.47895,2482.647118,6453.784358,,102.340663087177,13.132919583157
4127,3,0.23,0.225,0.42,0.6,25176.26657,1470.14746,2007.567767,,133.179573476513,7.77691208209903
4128,0.3,0.49,0.6,0.34,0.4,19791.56079,2292.00479,5261.525804,,104.695095165044,12.1244434511215
4129,0.84,0.62,0.6,0.34,0.2,20860.50807,2341.005657,6220.110539,,110.349704136691,12.3836524386373
4130,0.3,0.62,0.6,0.18,0.2,18080.74857,2395.543272,6220.89462,,95.6450940012696,12.6721501904359
4131,1.38,0.49,0.475,0.34,0.4,21691.78595,2119.005446,5258.767774,,114.747069138807,11.2092966885315
4132,1.92,0.62,0.35,0.42,0.6,21969.85829,2513.334058,7776.619042,,116.218040044435,13.2952499894202
4133,2.46,0.62,0.35,0.1,0.8,19966.1221,2573.571923,8551.60683,,105.618504549302,13.6139014123995
4134,0.3,0.1,0.225,0.18,0.4,18164.52539,1091.139979,497.4760127,,96.0882638066018,5.77200581358443
4135,2.46,0.49,0.1,0.18,0.6,19903.91992,2027.186145,5607.957088,,105.289462124418,10.7235830776555
4136,1.38,0.36,0.1,0.26,0.4,19326.49201,1628.032216,3228.942246,,102.234934458316,8.61210440118494
4137,1.92,0.1,0.6,0.34,0.8,25492.16601,1301.935539,671.5995253,,134.850645418959,6.88709024016081
4138,0.84,0.75,0.1,0.18,0.4,15664.83302,2652.504079,8775.075107,,82.8651767879814,14.0314434987304
4139,1.92,0.49,0.6,0.18,0.8,21697.93685,2358.34406,6189.021128,,114.779606696995,12.4753706093948
4140,1.38,0.23,0.6,0.5,0.6,24811.62002,1662.764522,1882.258407,,131.250634892086,8.79583433135844
4141,0.84,0.75,0.1,0.34,0.4,17123.87113,2658.008297,8775.075107,,90.5833216779518,14.06056018303
4142,2.46,0.1,0.35,0.1,0.4,23191.08019,1076.51462,532.6765788,,122.67816435675,5.69463933559035
4143,1.38,0.49,0.1,0.18,0.8,17550.39609,2256.405232,6450.88629,,92.8395899809564,11.9361258569615
4144,0.3,0.1,0.35,0.42,0.2,21117.86175,1193.641745,430.7632897,,111.711075698265,6.31422844371562
4145,0.84,0.75,0.35,0.42,0.2,19679.83834,2533.509003,7807.806912,,104.104096170123,13.4019731432501
4146,1.38,0.23,0.225,0.5,0.8,22615.99853,1598.470274,2091.904074,,119.636048085061,8.45572510579772
4147,0.84,0.62,0.35,0.42,0.6,19663.30187,2629.542322,7782.042563,,104.016620133305,13.909978427846
4148,0.84,0.36,0.1,0.5,0.2,20311.29831,1609.38487,2841.595155,,107.444447259839,8.51346207151926
4149,2.46,0.23,0.225,0.5,0.8,24778.42341,1559.861384,2226.606843,,131.075028618282,8.25148848920863
4150,0.84,0.49,0.6,0.18,0.6,19520.03222,2345.922043,5857.000583,,103.258740055015,12.4096595588235
4151,2.46,0.1,0.475,0.42,0.6,26573.82461,1257.650092,602.2264778,,140.57249582099,6.65282528565383
4152,2.46,0.36,0.475,0.1,0.4,22303.9882,1674.073626,3392.851679,,117.98554909014,8.8556581993229
4153,0.84,0.23,0.1,0.34,0.2,19584.92179,1292.54281,1463.171452,,103.601998465933,6.83740377697842
4154,3,0.36,0.35,0.26,0.2,24200.53917,1543.94441,2993.230601,,128.01808701862,8.16728951544647
4155,0.84,0.1,0.475,0.18,0.6,21028.79097,1203.670335,564.4545755,,111.239901449429,6.36727853893356
4156,0.3,0.49,0.35,0.26,0.4,17671.41893,2201.816268,5261.525804,,93.4797869763013,11.6473564748201
4157,2.46,0.23,0.475,0.34,0.2,25269.73106,1400.882445,1572.880462,,133.673989949217,7.41050806707575
4158,0.3,0.1,0.225,0.18,0.2,18233.74438,1053.713399,430.7632897,,96.4544243546339,5.57402348180279
4159,0.84,0.23,0.475,0.42,0.8,22167.55775,1703.231909,2092.72159,,117.263847598392,9.00990218472281
4160,0.3,0.23,0.1,0.5,0.4,19390.45447,1461.095454,1673.349188,,102.573288563267,7.7290280046551
4161,0.3,0.36,0.475,0.26,0.6,18824.5384,2014.632476,3619.542089,,99.5796572154042,10.657175603047
4162,0.3,0.36,0.225,0.34,0.8,17884.14474,2062.762918,4008.299251,,94.6050822048244,10.9117801417689
4163,2.46,0.23,0.1,0.5,0.4,24210.05786,1384.699022,1790.789256,,128.0684398011,7.32489960854846
4164,3,0.23,0.1,0.5,0.4,25165.29102,1382.397622,1790.035734,,133.121514071096,7.31272546550995
4165,2.46,0.1,0.475,0.42,0.4,26627.64125,1234.703167,532.6765788,,140.857179697419,6.53143867435463
4166,0.84,0.49,0.1,0.26,0.4,17436.06004,2029.294809,5260.216808,,92.2347653406686,10.7347376692763
4167,2.46,0.36,0.225,0.26,0.6,22114.07039,1749.335156,3791.760555,,116.98090557554,9.25378309352518
4168,1.38,0.23,0.6,0.26,0.2,23086.19201,1434.90791,1462.967073,,122.123317869234,7.590498889124
4169,3,0.23,0.1,0.34,0.8,23662.87256,1452.788515,2225.099799,,125.173892086331,7.68508524650868
4170,3,0.1,0.6,0.5,0.4,28836.73997,1307.049543,532.716705,,152.543059511215,6.91414273698688
4171,1.92,0.62,0.475,0.34,0.8,21826.31498,2682.658523,8555.777214,,115.458712336014,14.1909570619975
4172,1.38,0.36,0.35,0.5,0.2,23100.62591,1668.828091,2841.106425,,122.199671550995,8.82790991853576
4173,0.3,0.49,0.475,0.1,0.2,17099.52533,2039.901031,4664.087531,,90.4545351777402,10.7908433717732
4174,2.46,0.49,0.475,0.26,0.8,22766.73663,2287.657023,6185.454872,,120.433435410495,12.101444260474
4175,0.3,0.23,0.6,0.34,0.8,20770.44868,1774.478414,2093.37697,,109.873300253915,9.386788055438
4176,1.92,0.49,0.225,0.18,0.6,19687.82381,2114.330309,5610.63178,,104.146338393991,11.1845657479898
4177,0.3,0.62,0.35,0.5,0.4,19208.47969,2540.443239,7002.644712,,101.610662769784,13.4386544593737
4178,0.84,0.62,0.225,0.1,0.6,15988.25497,2574.284151,7782.042563,,84.5760419487939,13.6176690171392
4179,3,0.75,0.6,0.18,0.2,23252.81363,2375.598881,7803.904,,123.004727200592,12.5666466409226
4180,0.3,0.36,0.35,0.42,0.2,19838.0241,1735.106695,2842.027765,,104.940880765975,9.17851616060093
4181,0.84,0.36,0.6,0.18,0.8,20014.4739,2080.246716,4006.568812,,105.874280046551,11.0042674354634
4182,0.84,0.1,0.35,0.18,0.2,20444.18477,1090.606715,430.851903,,108.147401449429,5.76918490795599
4183,3,0.23,0.475,0.26,0.2,25555.22286,1370.027519,1572.503701,,135.184208950487,7.24728903406686
4184,2.46,0.49,0.475,0.34,0.6,23609.61858,2187.643104,5607.957088,,124.892184617012,11.5723820567076
4185,1.92,0.36,0.1,0.5,0.6,22285.84204,1795.124232,3793.639999,,117.889557977148,9.49600207363521
4186,0.3,0.49,0.475,0.26,0.8,18025.35629,2538.837116,6456.402351,,95.3520751692764,13.4301582522218
4187,1.38,0.23,0.35,0.26,0.2,21714.63328,1344.28854,1462.967073,,114.867928903936,7.11113277613204
4188,2.46,0.49,0.475,0.34,0.2,24046.30479,1884.389204,4452.96152,,127.202204771477,9.96820357596276
4189,2.46,0.23,0.6,0.26,0.4,25116.67068,1489.994401,1790.789256,,132.864318027931,7.88190013224714
4190,3,0.75,0.475,0.18,0.6,22030.22038,2734.307739,9730.634564,,116.53734860347,14.4641755131189
4191,3,0.49,0.35,0.42,0.4,24713.94911,1992.780326,5028.472727,,130.733966938214,10.5415802264071
4192,0.3,0.23,0.225,0.42,0.6,19410.60006,1578.921262,1883.363079,,102.679856432501,8.35231306601778
4193,0.3,0.49,0.6,0.26,0.8,18714.81717,2573.416457,6456.402351,,98.99924444562,13.6130790150233
4194,0.84,0.49,0.1,0.42,0.4,18843.48008,2057.337443,5260.216808,,99.6798565382988,10.883079998942
4195,2.46,0.1,0.35,0.1,0.2,23252.95479,1050.246873,463.1266797,,123.005473920863,5.55568595535337
4196,2.46,0.1,0.35,0.5,0.4,26565.44198,1218.155076,532.6765788,,140.528152666102,6.44390116377486
4197,3,0.36,0.225,0.26,0.6,23073.06036,1727.408896,3789.623947,,122.053852941176,9.13779568345324
4198,1.92,0.62,0.1,0.18,0.4,18519.60161,2222.411415,6997.460871,,97.9665764388489,11.7563024492171
4199,1.38,0.23,0.6,0.26,0.8,22734.37319,1659.685683,2091.904074,,120.262236510791,8.7795476248413
4200,2.46,0.1,0.225,0.1,0.8,22357.51388,1068.91478,671.7763769,,118.268693821413,5.65443705035971
4201,0.84,0.1,0.225,0.34,0.6,20992.84336,1167.382912,564.4545755,,111.049742699958,6.1753222175201
4202,2.46,0.49,0.225,0.42,0.2,23258.46059,1816.567989,4452.96152,,123.034598973762,9.60943709796868
4203,2.46,0.23,0.1,0.5,0.4,24210.05786,1384.699022,1790.789256,,128.0684398011,7.32489960854846
4204,1.92,0.49,0.1,0.26,0.4,19814.4944,1923.278866,5032.242432,,104.816411341515,10.1739254443504
4205,3,0.23,0.35,0.34,0.6,25260.17016,1490.658079,2007.567767,,133.62341388066,7.88541091303428
4206,0.84,0.1,0.1,0.42,0.6,20870.28988,1145.543358,564.4545755,,110.401448793906,6.059793472281
4207,3,0.49,0.475,0.5,0.6,25829.80689,2198.778794,5604.977222,,136.636727094795,11.6312885844266
4208,1.38,0.62,0.225,0.26,0.2,19216.19721,2138.43114,6219.249295,,101.651487568769,11.312056390182
4209,0.84,0.75,0.35,0.34,0.4,18730.39415,2730.887502,8775.075107,,99.0816448899704,14.4460828501904
4210,3,0.23,0.1,0.42,0.8,24321.96158,1476.823406,2225.099799,,128.66039769361,7.81222707363521
4211,1.92,0.75,0.225,0.34,0.4,20269.90057,2577.92519,8771.522899,,107.225457945408,13.6369296974185
4212,2.46,0.36,0.1,0.5,0.4,23501.81103,1651.758385,3392.851679,,124.321894995768,8.73761312420652
4213,1.92,0.49,0.6,0.1,0.6,21112.30829,2219.742808,5610.63178,,111.681698529412,11.7421858231062
4214,0.3,0.49,0.1,0.26,0.2,16270.77459,1923.425668,4664.087531,,86.0705384574693,10.1747020101566
4215,0.84,0.36,0.475,0.26,0.4,20374.53915,1816.172479,3229.919707,,107.778984077444,9.60734489526026
4216,0.84,0.23,0.6,0.34,0.8,22166.67566,1721.469346,2092.72159,,117.259181443081,9.10637614261532
4217,3,0.49,0.225,0.18,0.6,21683.66602,2039.302568,5604.977222,,114.704115636902,10.7876775708845
4218,1.38,0.23,0.225,0.26,0.2,20961.90555,1296.830301,1462.967073,,110.886085220059,6.86008411447313
4219,0.84,0.1,0.1,0.1,0.2,18103.71261,957.8044363,430.851903,,95.7665711489632,5.0666760278248
4220,2.46,0.75,0.225,0.5,0.4,22591.57758,2547.500613,8769.494223,,119.506864049937,13.4759871614473
4221,0.84,0.23,0.475,0.1,0.4,19536.60738,1440.956118,1673.021498,,103.346420757512,7.62249321836648
4222,0.3,0.75,0.35,0.26,0.2,16955.33958,2593.629947,7808.584331,,89.6918090351249,13.7200060674989
4223,2.46,0.49,0.475,0.5,0.4,25110.6786,2077.383301,5030.459304,,132.832620609395,10.9891202972916
4224,0.3,0.49,0.475,0.42,0.2,20000.33289,2094.267079,4664.087531,,105.799475719424,11.0784335537452
4225,0.3,0.62,0.1,0.1,0.6,13762.32993,2618.569721,7784.394805,,72.801152824799,13.8519346223022
4226,1.92,0.49,0.1,0.34,0.6,20301.13585,2099.400454,5610.63178,,107.390689007617,11.1055885209479
4227,0.84,0.23,0.35,0.26,0.2,20445.5073,1365.665794,1463.171452,,108.154397482014,7.22421600719424
4228,2.46,0.36,0.35,0.5,0.6,24850.59477,1859.610235,3791.760555,,131.456806866272,9.83712566123572
4229,3,0.23,0.1,0.1,0.4,21730.66267,1239.876686,1790.035734,,114.952722545493,6.55880599873043
4230,2.46,0.62,0.35,0.1,0.4,20397.25252,2247.040646,6995.375679,,107.899135209479,11.8865882670334
4231,1.38,0.75,0.475,0.18,0.4,19238.70125,2692.860985,8773.377263,,101.770531369022,14.2449269202285
4232,1.38,0.1,0.35,0.5,0.6,24323.21417,1257.98658,564.6880409,,128.667023751587,6.6546052687262
4233,0.84,0.23,0.475,0.26,0.2,21157.59079,1412.006313,1463.171452,,111.921237780364,7.46935205776555
4234,0.3,0.62,0.225,0.1,0.2,15087.1639,2268.487538,6220.89462,,79.80937314854,12.0000398751587
4235,3,0.49,0.35,0.34,0.8,23688.75895,2228.095433,6181.481717,,125.310828131612,11.7863702549725
4236,1.38,0.62,0.6,0.42,0.6,22261.69162,2637.611164,7779.458831,,117.761805014812,13.9526616800677
4237,2.46,0.75,0.225,0.34,0.6,21016.91899,2717.611187,9733.971976,,111.177100031739,14.3758526608125
4238,2.46,0.23,0.475,0.5,0.2,26541.84186,1452.201898,1572.880462,,140.403310727888,7.68198210960643
4239,0.84,0.49,0.475,0.18,0.6,18832.78938,2308.54341,5857.000583,,99.6233039568345,12.2119308611934
4240,3,0.23,0.1,0.34,0.8,23662.87256,1452.788515,2225.099799,,125.173892086331,7.68508524650868
4241,3,0.49,0.225,0.42,0.2,24204.3573,1791.734432,4451.968231,,128.038284490055,9.47807041895895
4242,0.84,0.36,0.6,0.42,0.4,22418.52134,1898.778549,3229.919707,,118.591416314008,10.0443215668642
4243,0.3,0.1,0.475,0.18,0.4,19648.52861,1189.950913,497.4760127,,103.93847127592,6.29470436415573
4244,2.46,0.49,0.475,0.26,0.2,23363.3366,1863.183395,4452.96152,,123.589381083369,9.85602726936098
4245,3,0.62,0.475,0.26,0.8,23093.31503,2581.83901,8546.999977,,122.160997831147,13.6576333580195
4246,1.92,0.62,0.6,0.34,0.2,23176.02565,2225.516844,6218.302699,,122.598527560305,11.772729813796
4247,2.46,0.1,0.475,0.1,0.2,23951.80849,1095.556865,463.1266797,,126.702330141769,5.79537063584427
4248,2.46,0.49,0.225,0.34,0.2,22594.09489,1794.761517,4452.96152,,119.520180332205,9.49408335272958
4249,1.38,0.75,0.6,0.5,0.8,22163.27281,3070.863392,10706.21581,,117.241180755396,16.2445164621244
4250,1.38,0.23,0.35,0.42,0.4,22942.77435,1474.543299,1672.61274,,121.364654834956,7.80016556813373
4251,1.92,0.36,0.225,0.26,0.2,21445.0521,1533.488408,2994.569285,,113.441875264494,8.11197845958527
4252,1.92,0.49,0.475,0.5,0.6,23892.01785,2255.468072,5610.63178,,126.386044487939,11.9311683876428
4253,3,0.75,0.225,0.1,0.4,20057.53372,2460.284409,8767.269282,,106.10206157427,13.0146234077444
4254,1.92,0.62,0.6,0.5,0.6,23988.55106,2595.404306,7776.619042,,126.896694138807,13.729392223868
4255,2.46,0.75,0.225,0.42,0.8,21464.70785,2878.26697,10698.44973,,113.545851936098,15.2257033961066
4256,1.38,0.23,0.6,0.18,0.6,22109.96689,1565.703537,1882.258407,,116.959198529412,8.28239281104528
4257,0.84,0.75,0.35,0.34,0.2,19003.40476,2525.99121,7807.806912,,100.52583982226,13.3622048772747
4258,1.38,0.36,0.225,0.5,0.4,22172.43587,1743.726823,3228.942246,,117.28965229581,9.2241156527719
4259,0.84,0.36,0.6,0.18,0.2,20500.82456,1702.666111,2841.595155,,108.44701946678,9.00690917795176
4260,0.84,0.1,0.475,0.1,0.4,20335.3056,1140.009463,497.6532392,,107.571443080829,6.03051980004232
4261,1.92,0.36,0.1,0.18,0.4,19709.23591,1583.705155,3394.104642,,104.259605956411,8.37761931337283
4262,1.38,0.49,0.475,0.42,0.6,22154.85961,2281.636421,5854.827032,,117.196675888701,12.0695959638172
4263,0.84,0.75,0.225,0.5,0.4,19291.41859,2704.690682,8775.075107,,102.049400074058,14.3075046656792
4264,0.3,0.75,0.6,0.5,0.2,20397.39019,2680.351568,7808.584331,,107.899863468049,14.1787535336437
4265,2.46,0.36,0.1,0.42,0.2,23053.32558,1511.74698,2993.942804,,121.949458209903,7.99696878967414
4266,0.3,0.23,0.225,0.1,0.2,16736.16681,1292.040549,1463.335297,,88.5324101248413,6.83474687367753
4267,3,0.62,0.225,0.42,0.2,23667.49092,2040.867932,6216.10839,,125.19832268303,10.7959581675836
4268,1.92,0.1,0.1,0.1,0.6,20492.28839,1004.094815,602.0938391,,108.401864102835,5.31154684193821
4269,0.3,0.36,0.1,0.42,0.8,17747.63257,2027.966491,4008.299251,,93.8829484236141,10.727711018832
4270,2.46,0.75,0.1,0.1,0.6,18007.66034,2666.894187,9733.971976,,95.2584656157427,14.1075655258146
4271,1.38,0.75,0.35,0.34,0.8,19454.4685,3010.512422,10706.21581,,102.911915467626,15.9252667266187
4272,1.38,0.62,0.35,0.1,0.4,18241.48224,2359.766939,6999.354063,,96.4953567498942,12.4828974767245
4273,3,0.49,0.1,0.42,0.4,23173.59603,1894.759863,5028.472727,,122.585675148117,10.0230631771054
4274,1.38,0.62,0.475,0.5,0.2,22709.97854,2263.951833,6219.249295,,120.133191599661,11.9760465139653
4275,0.84,0.23,0.35,0.26,0.4,20312.51384,1449.408214,1673.021498,,107.450877274651,7.66720384045705
4276,3,0.23,0.35,0.1,0.6,23142.34911,1410.027319,2007.567767,,122.420382511638,7.45888340562844
