Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,,total_idealHeating(per m2),total_idealCooling (per m2)
1171,0.84,0.75,0.6,0.42,0.4,20806.16924,2803.059583,8775.075107,,110.062257934829,14.8278649121879
1172,2.46,0.36,0.475,0.26,0.6,23577.34306,1837.282403,3791.760555,,124.721450804063,9.71901398116801
1173,3,0.75,0.475,0.5,0.8,24494.6577,2922.884444,10693.99985,,129.573940435887,15.4617247355057
1174,0.84,0.1,0.475,0.34,0.2,22567.28029,1196.946004,430.851903,,119.378334162082,6.33170759627592
1175,0.3,0.75,0.475,0.34,0.8,17655.14961,3165.847209,10712.72117,,93.3937241324587,16.746970001058
1176,0.3,0.23,0.225,0.34,0.6,18721.52413,1555.219738,1883.363079,,99.0347234976725,8.22693471223022
1177,3,0.1,0.475,0.26,0.4,26289.61301,1177.724994,532.716705,,139.069048931443,6.23003064959797
1178,0.84,0.75,0.6,0.34,0.8,19664.55177,3121.820453,10709.6115,,104.02323196149,16.5140734923826
1179,3,0.1,0.6,0.42,0.8,28157.56138,1314.391797,671.8566294,,148.950282374101,6.95298242170969
1180,2.46,0.75,0.225,0.5,0.4,22591.57758,2547.500613,8769.494223,,119.506864049937,13.4759871614473
1181,1.92,0.36,0.475,0.34,0.2,23592.23163,1650.93573,2994.569285,,124.800209638172,8.73326137325434
1182,2.46,0.23,0.475,0.18,0.6,23615.62176,1493.073974,2008.69805,,124.92394075328,7.89819072154042
1183,2.46,0.1,0.475,0.5,0.8,27165.52934,1302.302131,671.7763769,,143.702546233601,6.88902946995345
1184,0.3,0.75,0.225,0.5,0.8,17479.19424,3110.012354,10712.72117,,92.4629403300889,16.451609997884
1185,2.46,0.62,0.225,0.26,0.2,21368.68678,2042.974609,6217.260103,,113.037911447313,10.8071022482014
1186,2.46,0.23,0.475,0.18,0.2,23889.48952,1345.256589,1572.880462,,126.37266991113,7.11625364473127
1187,1.92,0.49,0.1,0.26,0.8,19426.51561,2212.098086,6189.021128,,102.764047873466,11.7017461172239
1188,0.84,0.36,0.35,0.18,0.4,18918.24226,1749.589864,3229.919707,,100.075339928058,9.25513046974185
1189,1.38,0.75,0.35,0.18,0.2,18785.91335,2447.174804,7806.95799,,99.3753351142615,12.9452750952179
1190,3,0.62,0.6,0.1,0.2,23004.81062,2102.539439,6216.10839,,121.692819614896,11.1221933929327
1191,0.3,0.36,0.35,0.5,0.2,20495.51273,1756.140555,2842.027765,,108.418920493017,9.28978287663987
1192,3,0.49,0.225,0.26,0.6,22401.87951,2058.063369,5604.977222,,118.503382934829,10.8869200645366
1193,1.38,0.75,0.475,0.42,0.8,20846.25287,3041.529985,10706.21581,,110.274295757512,16.0893460907744
1194,0.3,0.75,0.225,0.1,0.4,14384.82263,2767.698568,8776.629944,,76.0940680808295,14.6408091832416
1195,1.38,0.49,0.35,0.18,0.4,19546.33948,2046.684649,5258.767774,,103.397902454507,10.8267279358866
1196,3,0.62,0.35,0.18,0.2,22359.21393,2036.975529,6216.10839,,118.277686891663,10.7753678004655
1197,0.84,0.49,0.475,0.18,0.8,18657.60641,2446.864805,6453.784358,,98.6966060622091,12.9436352359289
1198,2.46,0.1,0.1,0.5,0.4,25070.59393,1123.924164,532.6765788,,132.620577285231,5.94543040626323
1199,0.84,0.23,0.35,0.1,0.8,18573.62119,1563.711991,2092.72159,,98.252333844689,8.27185776026238
1200,0.3,0.75,0.475,0.1,0.6,15684.97775,3012.807647,9744.675557,,82.9717401079137,15.9374082046128
1201,0.84,0.62,0.35,0.5,0.6,20315.19005,2634.922549,7782.042563,,107.465034119763,13.938439213923
1202,3,0.75,0.35,0.18,0.8,21096.83249,2855.786703,10693.99985,,111.5998333157,15.1067853523064
1203,0.84,0.1,0.6,0.42,0.2,23888.31762,1270.46118,430.851903,,126.366470694033,6.72059447735929
1204,2.46,0.62,0.6,0.5,0.4,25220.16844,2389.572935,6995.375679,,133.411809352518,12.6405677898857
1205,0.3,0.36,0.35,0.34,0.4,18977.1067,1852.753123,3230.784927,,100.386726089716,9.80085232225984
1206,0.3,0.62,0.225,0.1,0.2,15087.1639,2268.487538,6220.89462,,79.80937314854,12.0000398751587
1207,1.92,0.49,0.475,0.18,0.8,21017.63724,2320.658442,6189.021128,,111.180899492171,12.2760179961913
1208,1.38,0.75,0.475,0.42,0.4,21324.72362,2709.398161,8773.377263,,112.805351354211,14.3324066917055
1209,0.3,0.23,0.35,0.42,0.8,20058.52881,1711.825501,2093.37697,,106.10732548667,9.05536130448582
1210,0.3,0.1,0.6,0.1,0.2,19630.69904,1165.762877,430.7632897,,103.844154887854,6.16675241747778
1211,3,0.49,0.225,0.18,0.4,21903.57142,1882.193395,5028.472727,,115.867390076174,9.95658799724926
1212,0.3,0.36,0.225,0.34,0.4,18206.78062,1806.286946,3230.784927,,96.3117891451545,9.55505155522641
1213,0.84,0.75,0.6,0.42,0.8,20331.93851,3123.673497,10709.6115,,107.553631559458,16.5238758834109
1214,0.84,0.75,0.35,0.5,0.6,19802.25353,2916.685147,9742.343302,,104.751658537876,15.4289311627169
1215,0.84,0.62,0.225,0.5,0.6,19549.53764,2597.59716,7782.042563,,103.41482035548,13.7409921709691
1216,3,0.1,0.35,0.26,0.2,25662.44852,1111.048728,463.1467429,,135.751420440119,5.87732082099027
1217,1.92,0.36,0.475,0.5,0.4,24705.59364,1813.633972,3394.104642,,130.689767456623,9.59391648328396
1218,3,0.23,0.35,0.5,0.2,26804.18649,1406.898871,1572.503701,,141.791083844689,7.4423342731697
1219,1.92,0.1,0.475,0.34,0.6,24875.81212,1238.641871,602.0938391,,131.590203766399,6.55227396847228
1220,3,0.1,0.1,0.42,0.6,25359.63061,1114.55735,602.2866672,,134.149548296657,5.89588103046974
1221,2.46,0.49,0.35,0.26,0.2,22656.1787,1819.598303,4452.96152,,119.848596593314,9.62546711278037
1222,0.84,0.23,0.6,0.5,0.6,23578.3756,1693.285676,1882.871544,,124.726912822683,8.95728774862463
1223,3,0.75,0.6,0.18,0.8,22497.78357,2916.24386,10693.99985,,119.010704454084,15.426596804909
1224,2.46,0.62,0.225,0.26,0.6,20860.83406,2407.832938,7773.491255,,110.351428586543,12.7371611193398
1225,0.3,0.36,0.6,0.34,0.4,20376.72706,1943.040642,3230.784927,,107.79055787135,10.2784629813796
1226,0.3,0.62,0.225,0.26,0.6,16148.4647,2656.550437,7784.394805,,85.4235331146847,14.0528482702074
1227,3,0.75,0.35,0.1,0.6,20565.55866,2693.793612,9730.634564,,108.789455459162,14.2498604104951
1228,0.84,0.62,0.35,0.18,0.8,17344.8148,2763.607384,8563.008575,,91.7520884468895,14.6191672873466
1229,0.3,0.1,0.35,0.5,0.8,21582.07564,1331.58682,630.9014586,,114.166714134575,7.04394212865002
1230,3,0.1,0.475,0.26,0.2,26348.25405,1153.683104,463.1467429,,139.379253332628,6.10285179856115
1231,2.46,0.62,0.475,0.18,0.6,21628.21608,2474.214706,7773.491255,,114.410791790097,13.0883130871773
1232,1.92,0.62,0.35,0.18,0.4,20121.45608,2307.520508,6997.460871,,106.440203554803,12.2065198264917
1233,2.46,0.23,0.35,0.34,0.2,24576.81482,1356.706353,1572.880462,,130.008542213288,7.1768215880237
1234,0.3,0.1,0.35,0.34,0.4,20374.12952,1203.05981,497.4760127,,107.776817181549,6.36404893144308
1235,1.92,0.23,0.6,0.18,0.2,23499.74485,1399.371815,1573.189732,,124.310965139653,7.40251700698265
1236,0.3,0.1,0.1,0.18,0.8,17208.42309,1113.26832,630.9014586,,91.0305918853153,5.88906220905628
1237,0.3,0.36,0.6,0.34,0.6,20214.25311,2070.962581,3619.542089,,106.931089240372,10.9551554221329
1238,1.92,0.36,0.1,0.5,0.8,22151.98246,1892.994889,4193.175355,,117.181456093948,10.013726666314
1239,3,0.75,0.6,0.42,0.4,25002.41433,2618.099515,8767.269282,,132.259914991536,13.8494472862886
1240,1.38,0.1,0.475,0.26,0.2,23158.50274,1158.987728,430.9297248,,122.505833368599,6.13091265340669
1241,1.92,0.36,0.225,0.34,0.6,21769.52058,1800.542149,3793.639999,,115.158276449429,9.52466223550571
1242,0.84,0.36,0.6,0.34,0.6,21581.40394,2007.492398,3618.244259,,114.163160918324,10.6194054062632
1243,0.84,0.49,0.225,0.42,0.6,19456.11031,2261.454478,5857.000583,,102.92060045493,11.9628357913669
1244,3,0.49,0.35,0.5,0.6,25131.66079,2159.044713,5604.977222,,132.943613997038,11.4210998360135
1245,1.38,0.1,0.35,0.42,0.2,23805.64631,1172.206481,430.9297248,,125.929148910284,6.20083834638172
1246,0.3,0.23,0.1,0.18,0.2,16687.38098,1265.301802,1463.335297,,88.274338658485,6.69330195725772
1247,0.3,0.36,0.475,0.34,0.8,19384.38208,2146.007091,4008.299251,,102.541166314008,11.3521323053322
1248,0.84,0.1,0.225,0.18,0.4,19620.25778,1075.165614,497.6532392,,103.788921815489,5.68750324798984
1249,1.92,0.36,0.225,0.42,0.2,22808.32023,1582.929963,2994.569285,,120.653407903089,8.37351863626746
1250,1.92,0.36,0.225,0.18,0.6,20342.82649,1757.400862,3793.639999,,107.611227729581,9.29644975666526
1251,2.46,0.75,0.6,0.5,0.4,24713.89075,2656.959721,8769.494223,,130.733658220482,14.0550133358019
1252,3,0.1,0.225,0.42,0.6,26131.44423,1161.821118,602.2866672,,138.23235415785,6.14590096275921
1253,1.92,0.75,0.225,0.34,0.4,20269.90057,2577.92519,8771.522899,,107.225457945408,13.6369296974185
1254,1.38,0.62,0.35,0.42,0.8,20670.39502,2709.696717,8559.563598,,109.344027824799,14.333986018832
1255,3,0.49,0.225,0.1,0.2,21395.65649,1701.287357,4451.968231,,113.180578131612,8.9996157268303
1256,1.38,0.36,0.35,0.26,0.6,20729.71077,1851.59514,3616.778068,,109.657801364791,9.79472672450275
1257,0.3,0.1,0.475,0.26,0.2,20446.71655,1184.453217,430.7632897,,108.160794276344,6.2656221804909
1258,2.46,0.62,0.475,0.26,0.6,22342.76036,2484.464476,7773.491255,,118.190649386373,13.1425331993229
1259,1.38,0.49,0.6,0.26,0.8,21300.43589,2422.404367,6450.88629,,112.676872037664,12.814242313796
1260,0.84,0.36,0.225,0.34,0.2,19779.6346,1612.882271,2841.595155,,104.632006982649,8.53196292319086
1261,2.46,0.49,0.225,0.34,0.4,22361.47643,1951.007335,5030.459304,,118.289655258146,10.3206058770631
1262,1.92,0.36,0.6,0.18,0.4,22676.55743,1765.446728,3394.104642,,119.956397746509,9.33901146847228
1263,2.46,0.62,0.475,0.5,0.2,24812.70107,2176.875907,6217.260103,,131.256353523064,11.515424814854
1264,0.3,0.62,0.225,0.26,0.2,16618.34515,2284.367463,6220.89462,,87.9091470059247,12.0840428639441
1265,1.38,0.62,0.1,0.1,0.8,16175.61479,2619.905054,8559.563598,,85.5671539885739,13.858998381295
1266,1.38,0.62,0.6,0.1,0.2,19907.02523,2238.509938,6219.249295,,105.305888859501,11.8414617964452
1267,3,0.23,0.6,0.18,0.8,25172.25712,1580.425762,2225.099799,,133.158363944139,8.3602716991113
1268,1.38,0.36,0.35,0.26,0.6,20729.71077,1851.59514,3616.778068,,109.657801364791,9.79472672450275
1269,1.92,0.23,0.35,0.34,0.6,23262.78593,1515.870628,2009.625859,,123.057479528142,8.01878241641981
1270,0.84,0.23,0.225,0.34,0.2,20392.91282,1343.206144,1463.171452,,107.87617869234,7.10540702496826
1271,3,0.23,0.225,0.18,0.8,23060.04994,1448.264759,2225.099799,,121.985029305967,7.66115509415997
1272,2.46,0.75,0.35,0.34,0.6,21780.06343,2752.836558,9733.971976,,115.214046921287,14.5621908484977
1273,2.46,0.1,0.6,0.34,0.4,26632.34682,1252.090763,532.6765788,,140.882071625053,6.62341707046128
1274,0.84,0.49,0.475,0.5,0.4,21791.13839,2204.456159,5260.216808,,115.272632194245,11.6613211965722
1275,3,0.1,0.475,0.18,0.4,25599.18379,1148.991337,532.716705,,135.416757247143,6.07803288721964
1276,1.92,0.62,0.225,0.1,0.2,18848.30118,2055.822641,6218.302699,,99.7053596064325,10.8750668694456
1277,1.92,0.23,0.6,0.1,0.2,22761.0862,1370.108294,1573.189732,,120.403545281422,7.24771632458739
1278,3,0.36,0.6,0.18,0.4,24668.39524,1719.639129,3391.427274,,130.492992170969,9.09669450380872
1279,0.84,0.1,0.475,0.34,0.4,22504.47742,1231.633681,497.6532392,,119.046114155734,6.51520144413881
1280,3,0.62,0.475,0.1,0.8,21642.58876,2563.214233,8546.999977,,114.486821625053,13.559110415785
1281,3,0.62,0.35,0.5,0.4,24782.71958,2288.0071,6993.072253,,131.097754866695,12.1032961278036
1282,1.38,0.1,0.475,0.42,0.2,24497.49378,1216.257659,430.9297248,,129.588942975032,6.43386404464664
1283,0.3,0.23,0.225,0.34,0.8,18605.81304,1641.909795,2093.37697,,98.4226250528989,8.6855152084215
1284,0.84,0.49,0.1,0.34,0.4,18154.28762,2043.00619,5260.216808,,96.0341071730851,10.8072693080829
1285,1.92,0.75,0.35,0.5,0.2,22625.2233,2431.892973,7806.030808,,119.684846064325,12.8644359553534
1286,0.84,0.75,0.35,0.5,0.4,20056.93573,2739.673784,8775.075107,,106.098898275497,14.4925612780364
1287,0.3,0.75,0.35,0.42,0.2,18345.98596,2603.478295,7808.584331,,97.0481694879391,13.7721027031316
1288,1.92,0.1,0.6,0.18,0.8,24116.34285,1245.314344,671.5995253,,127.572698106221,6.58757058823529
1289,0.3,0.75,0.475,0.34,0.2,18391.51106,2635.862185,7808.584331,,97.2889920651714,13.9434097809987
1290,0.84,0.23,0.475,0.1,0.2,19670.05476,1356.061185,1463.171452,,104.05234214981,7.17340872302158
1291,1.38,0.23,0.1,0.26,0.2,20155.2748,1245.386358,1462.967073,,106.619100719424,6.58795153406686
1292,2.46,0.1,0.1,0.26,0.6,23045.82872,1060.511803,602.2264778,,121.909800677105,5.60998626216674
1293,1.92,0.49,0.1,0.42,0.6,20978.48838,2114.69761,5610.63178,,110.97380649598,11.1865087283115
1294,1.38,0.23,0.1,0.5,0.8,21819.0295,1548.505169,2091.904074,,115.420172979264,8.19141540943716
1295,1.38,0.62,0.35,0.34,0.6,20197.67872,2559.498289,7779.458831,,106.843412611088,13.5394534966145
1296,1.38,0.75,0.1,0.1,0.4,16117.09143,2579.898076,8773.377263,,85.2575721011426,13.6473660389336
1297,3,0.1,0.475,0.34,0.6,26898.04229,1223.409516,602.2866672,,142.287570302581,6.4716965509945
1298,2.46,0.62,0.6,0.18,0.8,22119.52879,2650.087207,8551.60683,,117.009779887854,14.0186585220059
1299,1.38,0.75,0.35,0.42,0.8,20125.14658,3011.835287,10706.21581,,106.459725878121,15.9322645313161
1300,0.84,0.62,0.225,0.42,0.8,18687.67692,2739.411234,8563.008575,,98.8556756242065,14.4911724185358
1301,1.38,0.62,0.6,0.1,0.2,19907.02523,2238.509938,6219.249295,,105.305888859501,11.8414617964452
1302,2.46,0.36,0.475,0.18,0.8,22742.04799,1912.873203,4190.66943,,120.302835325857,10.1188806760474
1303,0.84,0.62,0.6,0.26,0.4,19921.87112,2518.85704,7001.076551,,105.384421921287,13.3244659331358
1304,0.84,0.1,0.6,0.5,0.6,24405.5468,1362.544919,564.4545755,,129.102553956835,7.2077069350402
1305,0.3,0.75,0.225,0.18,0.8,14692.19801,3120.275525,10712.72117,,77.7200487198477,16.5059009997884
1306,1.92,0.1,0.6,0.42,0.6,26174.20986,1308.2579,602.0938391,,138.458579454084,6.92053480744816
1307,3,0.36,0.35,0.18,0.4,23297.91738,1634.696977,3391.427274,,123.243320884469,8.64736022534913
1308,1.38,0.36,0.6,0.42,0.6,23477.06617,1978.130573,3616.778068,,124.190997513754,10.4640847069403
1309,0.3,0.1,0.225,0.1,0.4,17388.21453,1058.683603,497.4760127,,91.9816680596699,5.60031529305967
1310,3,0.23,0.1,0.18,0.8,22258.79508,1400.650016,2225.099799,,117.746482649175,7.40927854422345
1311,2.46,0.1,0.1,0.42,0.2,24501.73694,1071.825628,463.1266797,,129.611388806602,5.66983510368176
1312,1.92,0.36,0.35,0.18,0.6,21108.14577,1804.15767,3793.639999,,111.659679274228,9.54378792848075
1313,1.92,0.49,0.475,0.5,0.8,23730.34422,2371.402458,6189.021128,,125.530809458316,12.5444480427423
1314,1.38,0.1,0.475,0.5,0.4,25068.676,1275.646018,497.8088828,,132.610431654676,6.74802167795176
1315,2.46,0.62,0.225,0.42,0.8,22030.3475,2568.750223,8551.60683,,116.538021053745,13.5883951703343
1316,3,0.75,0.475,0.42,0.2,24624.05775,2385.446557,7803.904,,130.258451914939,12.618739721752
1317,0.3,0.36,0.1,0.34,0.4,17379.24002,1756.486604,3230.784927,,91.9341939272112,9.29161343630978
1318,1.38,0.62,0.225,0.26,0.2,19216.19721,2138.43114,6219.249295,,101.651487568769,11.312056390182
1319,1.38,0.75,0.1,0.42,0.4,19021.71447,2598.363619,8773.377263,,100.622696096064,13.7450466515023
1320,0.3,0.49,0.475,0.26,0.4,18401.29541,2242.32795,5261.525804,,97.3407501586966,11.8616586436733
1321,0.3,0.23,0.1,0.26,0.2,17442.54178,1293.328787,1463.335297,,92.2690530046551,6.84156150550148
1322,1.38,0.23,0.35,0.42,0.4,22942.77435,1474.543299,1672.61274,,121.364654834956,7.80016556813373
1323,0.3,0.75,0.225,0.42,0.6,17051.79369,2944.796062,9744.675557,,90.2020402560305,15.5776346910707
1324,0.84,0.75,0.475,0.26,0.8,18282.30344,3097.942664,10709.6115,,96.7112962336014,16.3877627168853
1325,1.38,0.49,0.1,0.26,0.2,18912.96276,1795.185835,4662.708516,,100.047411976301,9.49632794646636
1326,1.92,0.62,0.35,0.42,0.8,21775.1427,2654.359445,8555.777214,,115.188016821837,14.0412581728735
1327,0.84,0.23,0.225,0.1,0.4,18039.01018,1345.939999,1673.021498,,95.424302687262,7.1198688055438
1328,1.38,0.62,0.475,0.42,0.8,21389.38629,2744.501409,8559.563598,,113.147409490055,14.5180988626746
1329,1.92,0.1,0.475,0.42,0.4,25580.16516,1240.134914,532.588153,,135.316150867541,6.5601719953449
1330,2.46,0.36,0.225,0.1,0.6,20638.39564,1704.265088,3791.760555,,109.174754760897,9.0153675835802
1331,1.38,0.36,0.6,0.1,0.6,20647.96971,1897.022293,3616.778068,,109.225400497249,10.0350311732967
1332,1.92,0.49,0.6,0.1,0.4,21320.43542,2065.454519,5032.242432,,112.782667266187,10.9260184035125
1333,2.46,0.1,0.225,0.18,0.6,23126.04865,1080.916939,602.2264778,,122.334154940753,5.71792710008464
1334,1.92,0.62,0.1,0.34,0.6,19717.39449,2425.039606,7776.619042,,104.302763912399,12.8281824269996
1335,1.38,0.49,0.6,0.42,0.8,22658.28652,2444.553692,6450.88629,,119.859746720271,12.9314097122302
1336,3,0.75,0.225,0.34,0.4,22217.22108,2488.274264,8767.269282,,117.526560939484,13.1626865425307
1337,2.46,0.75,0.225,0.5,0.2,22880.86315,2345.262306,7805.01647,,121.037151661024,12.4061696254761
1338,2.46,0.36,0.225,0.42,0.4,23653.47607,1677.670592,3392.851679,,125.124185727888,8.87468573846805
1339,2.46,0.1,0.1,0.5,0.2,25130.58451,1098.911894,463.1266797,,132.937920598815,5.81311835590351
1340,0.84,0.23,0.1,0.18,0.4,17987.37289,1321.317696,1673.021498,,95.1511473233178,6.98961963605586
1341,0.84,0.1,0.225,0.34,0.2,21118.98986,1102.445235,430.851903,,111.717043271265,5.83180932606856
1342,1.92,0.62,0.475,0.42,0.4,22918.32213,2382.240524,6997.460871,,121.235305385104,12.6017801735083
1343,2.46,0.62,0.1,0.18,0.8,19114.64498,2505.141832,8551.60683,,101.114287875582,13.2519140499365
1344,1.38,0.49,0.6,0.1,0.2,20414.56294,1943.194143,4662.708516,,107.990705353364,10.2792749841303
1345,2.46,0.23,0.35,0.26,0.6,23621.78776,1473.514602,2008.69805,,124.956558188743,7.79472387854422
1346,3,0.1,0.225,0.5,0.2,26863.70974,1150.127475,463.1467429,,142.105955035971,6.08404292742277
1347,1.38,0.23,0.475,0.34,0.4,22979.77552,1496.016673,1672.61274,,121.560386796445,7.91375726301312
1348,1.92,0.75,0.6,0.34,0.4,22426.21254,2683.747406,8771.522899,,118.632101883199,14.19671712865
1349,0.3,0.49,0.1,0.26,0.6,15847.89719,2279.059309,5858.964078,,83.8335653300889,12.0559633358019
1350,2.46,0.23,0.35,0.5,0.2,25856.33166,1408.529471,1572.880462,,136.777040097334,7.45095996085485
1351,0.3,0.36,0.6,0.34,0.2,20548.38619,1802.356557,2842.027765,,108.698615055015,9.53426024650868
1352,2.46,0.36,0.1,0.34,0.4,22190.75584,1606.800534,3392.851679,,117.386562843843,8.49979122936945
1353,2.46,0.62,0.35,0.34,0.4,22556.28879,2285.474692,6995.375679,,119.320190382988,12.0898999788405
1354,2.46,0.62,0.6,0.42,0.6,24354.93925,2541.021702,7773.491255,,128.834845799831,13.4417144625476
1355,0.3,0.36,0.35,0.42,0.2,19838.0241,1735.106695,2842.027765,,104.940880765975,9.17851616060093
1356,0.3,0.1,0.225,0.18,0.2,18233.74438,1053.713399,430.7632897,,96.4544243546339,5.57402348180279
1357,0.84,0.49,0.225,0.5,0.6,20113.12854,2272.527444,5857.000583,,106.396151819721,12.0214105162928
1358,1.92,0.1,0.225,0.18,0.6,22045.52785,1086.069001,602.0938391,,116.618323370715,5.74518091938214
1359,0.84,0.49,0.1,0.26,0.2,17660.75829,1851.054512,4663.433033,,93.4233934088024,9.79186686415573
1360,1.92,0.62,0.475,0.34,0.4,22254.6361,2370.434588,6997.460871,,117.724482120186,12.5393281210326
1361,0.84,0.23,0.6,0.1,0.4,20217.31899,1484.864946,1673.021498,,106.94730739526,7.85476590139653
1362,1.38,0.23,0.475,0.26,0.2,22421.00677,1391.800181,1462.967073,,118.604563954719,7.36246392826915
1363,0.3,0.75,0.225,0.5,0.6,17710.02647,2946.074619,9744.675557,,93.6840164515447,15.5843981115108
1364,0.84,0.1,0.35,0.18,0.2,20444.18477,1090.606715,430.851903,,108.147401449429,5.76918490795599
1365,0.3,0.49,0.35,0.1,0.4,16149.98476,2182.366952,5261.525804,,85.4315740584003,11.5444718154888
1366,3,0.1,0.225,0.42,0.8,26112.41876,1178.615885,671.8566294,,138.13171159543,6.2347433611934
1367,0.3,0.36,0.225,0.5,0.2,19737.9345,1708.790474,2842.027765,,104.411418218366,9.03930635844266
1368,1.92,0.23,0.225,0.34,0.8,22427.05591,1533.13871,2227.843922,,118.636563214135,8.1101285971223
1369,0.3,0.36,0.6,0.18,0.6,18773.55935,2038.579314,3619.542089,,99.3099838658485,10.7838516398646
1370,2.46,0.1,0.475,0.42,0.2,26685.20699,1209.145194,463.1266797,,141.161695884469,6.39623991747778
1371,0.3,0.62,0.225,0.34,0.6,16863.25208,2660.228915,7784.394805,,89.2046766821837,14.0723069985188
1372,1.38,0.23,0.35,0.42,0.6,22812.47291,1553.651629,1882.258407,,120.675375105798,8.21863959479475
1373,2.46,0.36,0.1,0.34,0.4,22190.75584,1606.800534,3392.851679,,117.386562843843,8.49979122936945
1374,2.46,0.1,0.35,0.34,0.6,25243.08324,1184.352899,602.2264778,,133.533026026238,6.26509150973339
1375,3,0.62,0.1,0.26,0.2,21510.11876,1958.539305,6216.10839,,113.786070461278,10.3604491377486
1376,0.84,0.1,0.6,0.26,0.2,22539.78976,1214.156654,430.851903,,119.232912399492,6.42274996826069
1377,0.3,0.1,0.6,0.42,0.6,22359.57965,1359.158167,564.1887356,,118.279621508675,7.18979140393568
1378,1.92,0.23,0.475,0.26,0.4,23412.71275,1459.659673,1791.407795,,123.850575275074,7.72143288721964
1379,3,0.1,0.35,0.26,0.4,25602.87463,1134.402138,532.716705,,135.436281369022,6.00085769149386
1380,1.92,0.49,0.1,0.18,0.2,19314.34091,1735.369587,4453.853084,,102.170656527719,9.17990682924249
1381,2.46,0.1,0.225,0.1,0.4,22445.40587,1028.701549,532.6765788,,118.73363240584,5.44171365319509
1382,3,0.36,0.6,0.18,0.4,24668.39524,1719.639129,3391.427274,,130.492992170969,9.09669450380872
1383,1.92,0.23,0.225,0.42,0.8,23093.88911,1557.702478,2227.843922,,122.164034648752,8.24006812314854
1384,0.84,0.1,0.35,0.42,0.4,22471.12675,1212.45136,497.6532392,,118.869692922133,6.41372915785019
1385,3,0.49,0.1,0.5,0.4,23813.60245,1921.19329,5028.472727,,125.971235981803,10.1628929856115
1386,0.84,0.1,0.6,0.34,0.8,23055.35095,1337.405695,631.2559117,,121.960172185781,7.07472331252645
1387,1.92,0.1,0.6,0.42,0.4,26228.16924,1284.953566,532.588153,,138.744018408802,6.79725754337706
1388,0.3,0.49,0.475,0.1,0.4,16890.50129,2223.312096,5261.525804,,89.3488218895472,11.7610669487939
1389,1.92,0.36,0.6,0.34,0.2,24254.34236,1692.488235,2994.569285,,128.302699746086,8.95306937685146
1390,0.3,0.23,0.6,0.26,0.2,20427.24145,1487.630372,1463.335297,,108.057773222598,7.86939468895472
1391,3,0.75,0.475,0.5,0.8,24494.6577,2922.884444,10693.99985,,129.573940435887,15.4617247355057
1392,2.46,0.36,0.6,0.5,0.2,26557.45248,1718.169227,2993.942804,,140.485889123995,9.08891889018197
1393,2.46,0.75,0.35,0.18,0.2,20922.10063,2340.512885,7805.01647,,110.67552174143,12.3810457310622
1394,0.84,0.23,0.35,0.18,0.4,19578.86019,1422.00278,1673.021498,,103.569933294541,7.52223222598392
1395,1.92,0.49,0.6,0.1,0.4,21320.43542,2065.454519,5032.242432,,112.782667266187,10.9260184035125
1396,1.92,0.1,0.6,0.18,0.2,24268.9873,1169.471719,463.0824668,,128.380169805332,6.18637176787981
1397,3,0.49,0.35,0.5,0.6,25131.66079,2159.044713,5604.977222,,132.943613997038,11.4210998360135
1398,1.38,0.75,0.225,0.42,0.8,19355.78501,2979.757943,10706.21581,,102.389891081253,15.7625790467626
1399,1.38,0.1,0.475,0.42,0.8,24337.25038,1299.84835,631.567199,,128.741273698688,6.87604924883623
1400,1.92,0.23,0.225,0.1,0.8,20249.80507,1456.710601,2227.843922,,107.119155046551,7.70583263330512
1401,0.84,0.23,0.35,0.34,0.8,20781.95004,1635.665148,2092.72159,,109.934141134152,8.65248173931443
1402,1.38,0.62,0.6,0.18,0.6,20183.93638,2614.334299,7779.458831,,106.770717202708,13.829529723868
1403,0.3,0.49,0.225,0.5,0.6,18760.60098,2346.311359,5858.964078,,99.2414355691917,12.4117189959797
1404,1.38,0.23,0.225,0.34,0.4,21525.42262,1401.6142,1672.61274,,113.867026132036,7.4143789674143
1405,1.92,0.75,0.1,0.34,0.6,19182.25956,2728.685923,9737.01499,,101.471961278036,14.4344367488362
1406,0.84,0.23,0.35,0.42,0.8,21458.33429,1658.962145,2092.72159,,113.512136531951,8.77572019149386
1407,1.92,0.23,0.1,0.5,0.6,23032.77795,1468.591867,2009.625859,,121.840763595006,7.76868317287347
1408,1.92,0.75,0.35,0.26,0.2,20622.71947,2401.532314,7806.030808,,109.09182961278,12.7038315382988
1409,1.92,0.1,0.1,0.26,0.2,22089.30945,1015.406422,463.0824668,,116.849923032163,5.37138395048667
1410,1.38,0.36,0.225,0.5,0.4,22172.43587,1743.726823,3228.942246,,117.28965229581,9.2241156527719
1411,3,0.75,0.475,0.42,0.4,24338.30558,2582.669546,8767.269282,,128.746855586119,13.6620267985612
1412,1.38,0.1,0.6,0.42,0.6,25034.59912,1317.624222,564.6880409,,132.430168853153,6.97008158061786
1413,1.92,0.1,0.1,0.42,0.2,23440.03126,1073.513838,463.0824668,,123.995087071519,5.6787655416843
1414,3,0.75,0.475,0.5,0.6,24706.19995,2776.05394,9730.634564,,130.692974767245,14.685008146424
1415,0.3,0.23,0.1,0.26,0.8,17055.9256,1568.95524,2093.37697,,90.2238975878121,8.29959394837072
