Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad,
3446,0.84,0.1,0.35,0.26,0.6,21044.48902,1188.525751,564.4545755,
3447,2.46,0.62,0.475,0.26,0.8,22153.89289,2624.277029,8551.60683,
3448,1.38,0.62,0.1,0.5,0.8,19736.71471,2643.063141,8559.563598,
3449,2.46,0.75,0.1,0.5,0.4,21786.05189,2506.814349,8769.494223,
3450,1.92,0.1,0.1,0.18,0.8,21206.77338,1058.39118,671.5995253,
3451,1.92,0.1,0.225,0.34,0.8,23408.45682,1166.642451,671.5995253,
3452,3,0.23,0.6,0.1,0.6,24512.90565,1498.646345,2007.567767,
3453,1.38,0.23,0.475,0.5,0.8,24061.26751,1687.521431,2091.904074,
3454,1.38,0.75,0.225,0.42,0.4,19842.50834,2638.375407,8773.377263,
3455,1.38,0.23,0.6,0.26,0.2,23086.19201,1434.90791,1462.967073,
3456,1.38,0.49,0.35,0.18,0.4,19546.33948,2046.684649,5258.767774,
3457,1.92,0.62,0.225,0.5,0.8,21658.98299,2625.274898,8555.777214,
3458,2.46,0.62,0.1,0.42,0.8,21218.05248,2529.953832,8551.60683,
3459,2.46,0.23,0.6,0.42,0.4,26437.05818,1541.640546,1790.789256,
3460,2.46,0.49,0.1,0.42,0.4,22226.10029,1923.048042,5030.459304,
3461,3,0.75,0.35,0.1,0.4,20829.30224,2498.77071,8767.269282,
3462,0.3,0.75,0.475,0.42,0.6,18557.02845,3008.601456,9744.675557,
3463,3,0.1,0.225,0.5,0.2,26863.70974,1150.127475,463.1467429,
3464,0.3,0.62,0.1,0.1,0.6,13762.32993,2618.569721,7784.394805,
3465,1.38,0.49,0.475,0.42,0.6,22154.85961,2281.636421,5854.827032,
3466,0.3,0.23,0.35,0.42,0.6,20171.59109,1626.153395,1883.363079,
3467,3,0.49,0.6,0.42,0.8,25711.7644,2326.442257,6181.481717,
3468,2.46,0.49,0.475,0.18,0.6,22209.75623,2154.682501,5607.957088,
3469,3,0.23,0.475,0.26,0.8,25212.64701,1564.790303,2225.099799,
3470,2.46,0.36,0.1,0.1,0.8,19685.93992,1754.660647,4190.66943,
3471,2.46,0.75,0.475,0.1,0.2,20895.44034,2369.103907,7805.01647,
3472,3,0.23,0.225,0.34,0.8,24452.59205,1499.747756,2225.099799,
3473,0.3,0.23,0.6,0.5,0.8,22097.19946,1818.215447,2093.37697,
3474,3,0.36,0.35,0.1,0.4,22557.58953,1609.221066,3391.427274,
3475,0.3,0.75,0.225,0.1,0.8,13920.58719,3126.202603,10712.72117,
3476,3,0.1,0.225,0.5,0.8,26732.52639,1208.541759,671.8566294,
3477,2.46,0.36,0.225,0.5,0.8,23985.25816,1906.013054,4190.66943,
3478,1.38,0.62,0.6,0.5,0.4,23131.87356,2482.628592,6999.354063,
3479,0.3,0.36,0.225,0.18,0.6,16568.13037,1906.921161,3619.542089,
3480,3,0.1,0.475,0.42,0.2,27645.33587,1212.182443,463.1467429,
3481,2.46,0.49,0.1,0.26,0.2,21094.43049,1724.453032,4452.96152,
3482,3,0.75,0.475,0.42,0.6,24076.45557,2765.673808,9730.634564,
3483,1.92,0.36,0.1,0.18,0.4,19709.23591,1583.705155,3394.104642,
3484,0.84,0.1,0.6,0.5,0.4,24462.73429,1330.646539,497.6532392,
3485,2.46,0.49,0.225,0.1,0.8,19808.54145,2180.153379,6185.454872,
3486,1.38,0.49,0.475,0.34,0.4,21691.78595,2119.005446,5258.767774,
3487,0.84,0.36,0.475,0.1,0.2,19058.84174,1635.251728,2841.595155,
3488,0.3,0.75,0.475,0.34,0.4,18126.89673,2834.492288,8776.629944,
3489,2.46,0.36,0.225,0.5,0.2,24479.71339,1586.328436,2993.942804,
3490,1.38,0.75,0.475,0.34,0.4,20656.68244,2703.115322,8773.377263,
3491,1.92,0.1,0.225,0.34,0.6,23445.91868,1145.118159,602.0938391,
3492,0.3,0.62,0.475,0.34,0.2,18835.25147,2375.942497,6220.89462,
3493,0.3,0.1,0.6,0.5,0.8,22946.58108,1420.03974,630.9014586,
3494,0.3,0.62,0.6,0.18,0.4,17845.76653,2588.228903,7002.644712,
3495,0.3,0.36,0.35,0.18,0.2,17696.49823,1668.538233,2842.027765,
3496,0.3,0.49,0.35,0.1,0.8,15773.53074,2493.174552,6456.402351,
3497,1.92,0.62,0.6,0.18,0.4,21523.93021,2383.817396,6997.460871,
3498,1.38,0.75,0.225,0.26,0.2,18742.96165,2413.53445,7806.95799,
3499,3,0.75,0.6,0.34,0.4,24351.40654,2599.269639,8767.269282,
3500,0.3,0.62,0.6,0.5,0.6,20384.20906,2772.029872,7784.394805,
3501,1.38,0.1,0.475,0.18,0.8,22279.58354,1214.573556,631.567199,
3502,0.3,0.49,0.475,0.1,0.8,16517.60901,2528.877499,6456.402351,
3503,0.3,0.23,0.1,0.18,0.2,16687.38098,1265.301802,1463.335297,
3504,1.92,0.1,0.35,0.1,0.4,22108.88317,1078.775171,532.588153,
3505,3,0.1,0.475,0.26,0.6,26235.12019,1195.877355,602.2866672,
3506,2.46,0.23,0.225,0.26,0.4,23014.40428,1354.381087,1790.789256,
3507,1.92,0.36,0.6,0.42,0.8,24431.57156,2047.18878,4193.175355,
3508,2.46,0.36,0.6,0.18,0.2,23900.61688,1621.475788,2993.942804,
3509,1.38,0.23,0.475,0.18,0.4,21568.61594,1442.239804,1672.61274,
3510,2.46,0.23,0.225,0.42,0.6,24221.70132,1479.318604,2008.69805,
3511,0.84,0.1,0.35,0.1,0.2,19685.87348,1058.33018,430.851903,
3512,1.38,0.36,0.1,0.18,0.8,18259.75445,1845.429139,4004.61389,
3513,2.46,0.62,0.35,0.1,0.6,20156.50505,2426.930582,7773.491255,
3514,0.3,0.75,0.475,0.5,0.4,19454.90646,2840.131264,8776.629944,
3515,0.84,0.75,0.6,0.26,0.6,19193.77775,2969.08392,9742.343302,
3516,2.46,0.23,0.475,0.34,0.4,25135.25913,1473.205793,1790.789256,
3517,2.46,0.62,0.35,0.5,0.6,23616.02035,2478.26532,7773.491255,
3518,0.3,0.62,0.225,0.5,0.2,18685.95798,2312.297966,6220.89462,
3519,3,0.49,0.1,0.34,0.6,22286.00016,2027.304025,5604.977222,
3520,1.92,0.23,0.1,0.42,0.4,22524.78619,1369.590138,1791.407795,
3521,2.46,0.23,0.6,0.34,0.6,25657.95752,1586.870254,2008.69805,
3522,0.3,0.23,0.6,0.18,0.8,19331.01574,1729.612357,2093.37697,
3523,0.3,0.1,0.475,0.42,0.2,21821.40839,1241.726242,430.7632897,
3524,1.38,0.23,0.475,0.18,0.4,21568.61594,1442.239804,1672.61274,
3525,2.46,0.49,0.225,0.18,0.2,21180.46109,1750.7942,4452.96152,
3526,1.92,0.75,0.1,0.5,0.6,20509.26498,2737.261108,9737.01499,
3527,0.84,0.75,0.225,0.26,0.2,17522.82754,2478.575436,7807.806912,
3528,2.46,0.62,0.6,0.42,0.6,24354.93925,2541.021702,7773.491255,
3529,0.84,0.75,0.35,0.34,0.2,19003.40476,2525.99121,7807.806912,
3530,1.38,0.62,0.35,0.18,0.4,19003.26087,2367.940631,6999.354063,
3531,2.46,0.23,0.35,0.26,0.8,23543.21975,1534.658432,2226.606843,
3532,2.46,0.36,0.6,0.1,0.6,22796.45221,1833.602922,3791.760555,
3533,1.38,0.49,0.225,0.26,0.4,19508.84985,2017.863774,5258.767774,
3534,1.38,0.75,0.1,0.42,0.8,18530.84659,2946.793922,10706.21581,
3535,3,0.1,0.6,0.26,0.6,26882.5202,1240.842038,602.2866672,
3536,1.92,0.62,0.6,0.18,0.8,21099.32568,2702.745249,8555.777214,
3537,1.92,0.23,0.225,0.26,0.8,21732.20684,1507.958118,2227.843922,
3538,0.3,0.75,0.35,0.1,0.2,15443.61559,2588.662645,7808.584331,
3539,3,0.23,0.6,0.18,0.6,25240.46571,1526.912015,2007.567767,
3540,0.84,0.49,0.6,0.1,0.4,18959.22534,2177.581236,5260.216808,
3541,0.84,0.49,0.1,0.1,0.4,15902.37945,2002.221347,5260.216808,
3542,0.84,0.36,0.35,0.18,0.8,18600.72448,2000.031961,4006.568812,
3543,3,0.75,0.1,0.34,0.2,21705.21979,2237.824301,7803.904,
3544,1.92,0.62,0.225,0.1,0.2,18848.30118,2055.822641,6218.302699,
3545,3,0.1,0.35,0.26,0.2,25662.44852,1111.048728,463.1467429,
3546,2.46,0.1,0.475,0.26,0.6,25261.49541,1201.125689,602.2264778,
3547,0.84,0.23,0.6,0.26,0.4,21698.8296,1538.095422,1673.021498,
3548,0.3,0.36,0.475,0.42,0.6,20215.22947,2046.934586,3619.542089,
3549,3,0.1,0.475,0.42,0.2,27645.33587,1212.182443,463.1467429,
3550,0.3,0.62,0.6,0.1,0.2,17315.13921,2389.149276,6220.89462,
3551,3,0.62,0.1,0.5,0.8,22803.17232,2508.486895,8546.999977,
3552,3,0.23,0.35,0.26,0.8,24514.4551,1519.193558,2225.099799,
3553,2.46,0.1,0.1,0.26,0.4,23103.57552,1039.942395,532.6765788,
3554,0.3,0.49,0.35,0.18,0.8,16549.44764,2496.732486,6456.402351,
3555,0.84,0.1,0.6,0.42,0.4,23827.17881,1304.835555,497.6532392,
3556,0.3,0.36,0.475,0.34,0.8,19384.38208,2146.007091,4008.299251,
3557,0.84,0.23,0.6,0.18,0.4,20974.13795,1511.815387,1673.021498,
3558,0.84,0.36,0.35,0.26,0.8,19337.84672,2017.108842,4006.568812,
3559,1.38,0.62,0.35,0.18,0.4,19003.26087,2367.940631,6999.354063,
3560,1.92,0.49,0.6,0.18,0.8,21697.93685,2358.34406,6189.021128,
3561,0.84,0.1,0.6,0.26,0.8,22365.21584,1309.114628,631.2559117,
3562,0.3,0.49,0.6,0.1,0.8,17215.78292,2563.164904,6456.402351,
3563,3,0.62,0.6,0.34,0.8,24444.03986,2626.10116,8546.999977,
3564,1.38,0.49,0.475,0.18,0.2,20489.24349,1919.862149,4662.708516,
3565,1.92,0.36,0.475,0.1,0.2,21442.57539,1575.140307,2994.569285,
3566,0.84,0.36,0.35,0.34,0.2,20539.80303,1660.696319,2841.595155,
3567,1.38,0.1,0.225,0.18,0.6,20866.51537,1093.518024,564.6880409,
3568,1.92,0.75,0.1,0.18,0.8,17522.66085,2886.479344,10702.50708,
3569,2.46,0.75,0.1,0.42,0.2,21433.6973,2289.146785,7805.01647,
3570,1.38,0.23,0.35,0.42,0.6,22812.47291,1553.651629,1882.258407,
3571,0.3,0.23,0.475,0.1,0.2,18244.95232,1388.102586,1463.335297,
3572,1.92,0.1,0.6,0.18,0.8,24116.34285,1245.314344,671.5995253,
3573,0.3,0.49,0.35,0.18,0.4,16927.85759,2191.776011,5261.525804,
3574,1.92,0.23,0.1,0.34,0.6,21716.2048,1419.122225,2009.625859,
3575,1.38,0.75,0.35,0.5,0.6,20994.61673,2859.390371,9739.796535,
3576,2.46,0.36,0.6,0.34,0.6,24923.31654,1898.867823,3791.760555,
3577,0.84,0.1,0.35,0.26,0.2,21170.12919,1121.625108,430.851903,
3578,3,0.36,0.475,0.5,0.8,26368.39883,1970.572054,4187.820619,
3579,1.38,0.36,0.225,0.26,0.4,20144.24365,1677.61103,3228.942246,
3580,3,0.49,0.225,0.1,0.6,20933.62561,2021.951202,5604.977222,
3581,3,0.36,0.1,0.18,0.8,21425.59909,1748.439219,4187.820619,
3582,0.84,0.49,0.6,0.18,0.4,19718.95042,2189.820456,5260.216808,
3583,3,0.75,0.475,0.5,0.6,24706.19995,2776.05394,9730.634564,
3584,1.38,0.36,0.225,0.26,0.6,19964.56685,1804.952433,3616.778068,
3585,2.46,0.62,0.475,0.1,0.8,20694.03123,2609.241511,8551.60683,
3586,1.38,0.75,0.35,0.1,0.4,17748.5372,2654.130242,8773.377263,
3587,2.46,0.49,0.475,0.26,0.4,23136.51528,2022.920658,5030.459304,
3588,1.38,0.36,0.225,0.1,0.8,18322.1184,1872.994637,4004.61389,
3589,2.46,0.75,0.6,0.1,0.2,21575.1988,2405.801877,7805.01647,
3590,1.92,0.49,0.475,0.34,0.8,22428.27478,2345.898787,6189.021128,
3591,1.92,0.1,0.1,0.18,0.6,21246.03182,1035.679507,602.0938391,
3592,0.84,0.1,0.1,0.5,0.6,21522.80937,1174.012111,564.4545755,
3593,1.38,0.75,0.35,0.34,0.6,19677.07237,2850.361094,9739.796535,
3594,2.46,0.62,0.35,0.1,0.8,19966.1221,2573.571923,8551.60683,
3595,0.3,0.62,0.1,0.1,0.2,14230.74048,2223.260257,6220.89462,
3596,3,0.1,0.1,0.42,0.2,25475.76249,1073.203561,463.1467429,
3597,0.3,0.1,0.1,0.34,0.2,18877.93163,1064.292981,430.7632897,
3598,1.92,0.49,0.475,0.1,0.6,20429.51921,2180.929565,5610.63178,
3599,1.92,0.1,0.225,0.42,0.2,24220.82102,1121.810764,463.0824668,
3600,2.46,0.49,0.6,0.26,0.6,23595.26503,2209.348326,5607.957088,
3601,1.38,0.23,0.1,0.26,0.2,20155.2748,1245.386358,1462.967073,
3602,1.38,0.49,0.475,0.42,0.4,22360.53497,2134.942373,5258.767774,
3603,2.46,0.75,0.35,0.42,0.4,22706.27097,2576.975029,8769.494223,
3604,2.46,0.62,0.225,0.42,0.4,22465.70605,2258.822745,6995.375679,
3605,0.3,0.49,0.1,0.18,0.8,14907.50155,2419.966185,6456.402351,
3606,0.3,0.62,0.6,0.5,0.2,20843.40547,2432.74793,6220.89462,
3607,2.46,0.36,0.35,0.18,0.2,22528.13484,1534.226967,2993.942804,
3608,0.84,0.36,0.225,0.34,0.8,19276.17989,1990.181147,4006.568812,
3609,2.46,0.36,0.475,0.42,0.2,25278.04608,1653.828299,2993.942804,
3610,2.46,0.1,0.35,0.1,0.8,23104.7818,1115.802557,671.7763769,
3611,1.92,0.23,0.6,0.18,0.8,23147.24995,1616.297727,2227.843922,
3612,0.84,0.75,0.35,0.26,0.8,17549.93129,3071.892956,10709.6115,
3613,0.3,0.23,0.225,0.26,0.2,18266.09348,1347.989349,1463.335297,
3614,2.46,0.75,0.6,0.34,0.2,23707.41424,2439.371816,7805.01647,
3615,0.3,0.62,0.6,0.18,0.2,18080.74857,2395.543272,6220.89462,
3616,3,0.49,0.475,0.26,0.8,23715.14612,2251.52016,6181.481717,
3617,1.92,0.36,0.35,0.42,0.4,23368.56362,1748.425171,3394.104642,
3618,2.46,0.23,0.1,0.18,0.2,21641.22421,1202.501348,1572.880462,
3619,0.3,0.36,0.35,0.26,0.2,18440.55135,1691.126119,2842.027765,
3620,0.84,0.36,0.6,0.42,0.6,22251.95256,2025.081429,3618.244259,
3621,0.84,0.1,0.225,0.26,0.4,20352.49155,1106.390179,497.6532392,
3622,3,0.62,0.6,0.26,0.4,24186.39615,2313.393014,6993.072253,
3623,0.3,0.49,0.475,0.26,0.8,18025.35629,2538.837116,6456.402351,
3624,3,0.36,0.35,0.26,0.2,24200.53917,1543.94441,2993.230601,
3625,0.3,0.62,0.35,0.1,0.4,15641.17802,2515.690732,7002.644712,
3626,0.84,0.23,0.1,0.18,0.8,17740.90735,1491.591783,2092.72159,
3627,1.92,0.1,0.1,0.18,0.6,21246.03182,1035.679507,602.0938391,
3628,2.46,0.23,0.475,0.1,0.8,22798.15213,1527.469584,2226.606843,
3629,1.92,0.49,0.225,0.1,0.6,18926.17281,2099.708525,5610.63178,
3630,0.84,0.49,0.475,0.1,0.6,18068.91317,2299.860736,5857.000583,
3631,2.46,0.36,0.475,0.26,0.4,23756.93877,1721.131963,3392.851679,
3632,0.3,0.1,0.6,0.1,0.6,19499.59002,1242.953255,564.1887356,
3633,1.92,0.1,0.35,0.18,0.6,22792.24642,1133.685412,602.0938391,
3634,1.92,0.1,0.475,0.42,0.8,25489.60624,1287.392244,671.5995253,
3635,1.38,0.36,0.6,0.26,0.4,22293.44024,1811.261338,3228.942246,
3636,2.46,0.36,0.475,0.34,0.6,24260.2939,1858.835928,3791.760555,
3637,1.38,0.23,0.6,0.26,0.2,23086.19201,1434.90791,1462.967073,
3638,1.38,0.75,0.1,0.42,0.8,18530.84659,2946.793922,10706.21581,
3639,1.92,0.1,0.6,0.18,0.2,24268.9873,1169.471719,463.0824668,
3640,0.3,0.49,0.6,0.5,0.6,20925.20305,2462.310176,5858.964078,
3641,0.84,0.1,0.6,0.18,0.8,21645.50372,1278.402904,631.2559117,
3642,1.92,0.23,0.6,0.34,0.6,24625.22284,1601.83688,2009.625859,
3643,1.92,0.36,0.1,0.34,0.6,20960.55231,1752.68148,3793.639999,
3644,0.84,0.62,0.475,0.18,0.4,18508.07753,2476.258537,7001.076551,
3645,2.46,0.49,0.475,0.42,0.6,24267.76868,2203.729231,5607.957088,
3646,0.84,0.49,0.225,0.1,0.2,16970.63026,1866.498973,4663.433033,
3647,0.3,0.23,0.225,0.42,0.2,19669.32883,1398.948328,1463.335297,
3648,3,0.49,0.6,0.26,0.2,24973.66505,1878.510192,4451.968231,
3649,1.38,0.36,0.6,0.26,0.4,22293.44024,1811.261338,3228.942246,
3650,0.3,0.62,0.225,0.34,0.8,16655.33382,2812.082272,8566.144897,
3651,0.3,0.1,0.1,0.18,0.8,17208.42309,1113.26832,630.9014586,
3652,0.3,0.62,0.475,0.5,0.2,20168.62536,2395.504067,6220.89462,
3653,0.3,0.75,0.1,0.34,0.6,15528.7649,2912.515701,9744.675557,
3654,1.92,0.1,0.35,0.34,0.8,24146.50805,1215.97235,671.5995253,
3655,0.84,0.49,0.475,0.18,0.4,19033.97855,2150.461681,5260.216808,
3656,0.84,0.1,0.35,0.26,0.4,21105.50334,1154.847751,497.6532392,
3657,1.92,0.75,0.1,0.34,0.6,19182.25956,2728.685923,9737.01499,
3658,0.3,0.49,0.1,0.5,0.4,18140.62867,2146.439966,5261.525804,
3659,0.3,0.49,0.1,0.42,0.4,17472.12743,2134.493079,5261.525804,
3660,1.38,0.49,0.225,0.34,0.2,20437.83644,1863.934866,4662.708516,
3661,0.84,0.36,0.475,0.42,0.6,21580.37407,1985.604328,3618.244259,
3662,1.92,0.36,0.35,0.34,0.4,22703.82641,1725.57104,3394.104642,
3663,2.46,0.75,0.1,0.34,0.8,19977.59147,2839.780678,10698.44973,
3664,2.46,0.62,0.475,0.42,0.8,23499.41714,2642.354095,8551.60683,
3665,0.84,0.75,0.1,0.26,0.6,16153.89135,2843.299574,9742.343302,
3666,2.46,0.49,0.225,0.26,0.4,21668.07486,1932.791295,5030.459304,
3667,0.84,0.1,0.225,0.42,0.4,21727.45351,1164.503411,497.6532392,
3668,0.3,0.23,0.475,0.18,0.6,18759.04173,1600.234163,1883.363079,
3669,0.3,0.36,0.225,0.42,0.8,18574.41934,2076.74538,4008.299251,
3670,0.3,0.23,0.225,0.26,0.2,18266.09348,1347.989349,1463.335297,
3671,3,0.1,0.475,0.5,0.6,28147.05963,1280.66124,602.2866672,
3672,2.46,0.75,0.6,0.42,0.6,23824.34214,2826.905219,9733.971976,
3673,0.84,0.23,0.225,0.18,0.2,18948.42261,1287.687906,1463.171452,
3674,2.46,0.1,0.6,0.42,0.2,27328.19621,1251.265062,463.1266797,
3675,2.46,0.1,0.475,0.5,0.6,27192.14105,1284.344601,602.2264778,
3676,1.92,0.36,0.225,0.42,0.2,22808.32023,1582.929963,2994.569285,
3677,2.46,0.36,0.35,0.42,0.6,24215.99763,1838.917304,3791.760555,
3678,3,0.62,0.225,0.34,0.6,22494.13633,2380.029905,7770.036115,
3679,1.92,0.36,0.35,0.42,0.6,23190.31335,1866.869043,3793.639999,
3680,1.38,0.49,0.225,0.26,0.8,19123.23433,2308.272277,6450.88629,
3681,3,0.1,0.475,0.26,0.2,26348.25405,1153.683104,463.1467429,
3682,3,0.62,0.225,0.1,0.4,20579.7127,2165.030179,6993.072253,
3683,0.84,0.49,0.225,0.42,0.4,19662.98841,2106.826737,5260.216808,
3684,2.46,0.62,0.225,0.5,0.2,23368.41772,2088.303626,6217.260103,
3685,2.46,0.1,0.35,0.18,0.6,23867.49026,1127.548628,602.2264778,
3686,1.92,0.36,0.1,0.18,0.8,19384.83866,1813.732142,4193.175355,
3687,1.92,0.75,0.6,0.34,0.6,22169.37264,2864.829532,9737.01499,
3688,0.3,0.23,0.1,0.5,0.2,19524.1688,1374.646428,1463.335297,
3689,2.46,0.49,0.475,0.26,0.8,22766.73663,2287.657023,6185.454872,
3690,0.3,0.62,0.225,0.34,0.4,17090.57561,2489.591093,7002.644712,
3691,2.46,0.23,0.6,0.5,0.2,27187.9005,1494.571094,1572.880462,
3692,0.84,0.23,0.35,0.5,0.2,22467.72872,1443.090688,1463.171452,
3693,0.3,0.36,0.6,0.34,0.6,20214.25311,2070.962581,3619.542089,
3694,1.38,0.1,0.6,0.34,0.8,24336.97533,1316.471466,631.567199,
3695,0.84,0.1,0.1,0.42,0.8,20815.2425,1175.653844,631.2559117,
3696,1.38,0.1,0.225,0.1,0.8,20062.73919,1088.004701,631.567199,
3697,1.38,0.23,0.35,0.18,0.2,20991.41984,1316.35972,1462.967073,
3698,0.3,0.75,0.225,0.5,0.4,17961.33541,2772.425261,8776.629944,
3699,0.84,0.1,0.1,0.34,0.8,20135.05707,1146.96565,631.2559117,
3700,3,0.49,0.35,0.42,0.8,24346.18574,2249.906589,6181.481717,
3701,1.92,0.49,0.6,0.34,0.2,23688.07055,1957.355316,4453.853084,
3702,1.92,0.36,0.225,0.5,0.2,23450.04238,1605.984874,2994.569285,
3703,0.3,0.36,0.6,0.26,0.4,19671.56513,1924.035618,3230.784927,
3704,0.3,0.23,0.225,0.42,0.2,19669.32883,1398.948328,1463.335297,
3705,1.38,0.62,0.35,0.18,0.2,19255.03112,2170.569321,6219.249295,
3706,1.92,0.36,0.475,0.26,0.8,22414.74942,1969.70447,4193.175355,
3707,1.38,0.75,0.475,0.26,0.4,19961.79157,2697.374145,8773.377263,
3708,1.38,0.62,0.6,0.26,0.8,20709.36745,2766.010116,8559.563598,
3709,3,0.23,0.225,0.34,0.6,24522.619,1446.612027,2007.567767,
3710,3,0.75,0.1,0.18,0.2,20285.70437,2210.623726,7803.904,
3711,1.92,0.23,0.475,0.5,0.6,25254.56186,1608.844615,2009.625859,
3712,3,0.36,0.35,0.18,0.6,23112.84548,1751.350424,3789.623947,
3713,3,0.36,0.475,0.26,0.4,24708.72034,1702.471118,3391.427274,
3714,0.84,0.49,0.475,0.1,0.2,18484.21697,1961.089818,4663.433033,
3715,1.38,0.75,0.35,0.1,0.8,17273.3943,3008.09495,10706.21581,
3716,3,0.49,0.1,0.26,0.2,22056.72097,1698.624526,4451.968231,
3717,3,0.75,0.475,0.5,0.4,24967.72721,2594.658086,8767.269282,
3718,3,0.23,0.35,0.42,0.2,26182.55595,1380.970305,1572.503701,
3719,2.46,0.23,0.35,0.34,0.8,24226.43325,1558.812131,2226.606843,
3720,3,0.49,0.1,0.18,0.4,21090.20624,1834.175837,5028.472727,
3721,0.84,0.62,0.1,0.18,0.4,16150.54554,2355.441978,7001.076551,
3722,0.84,0.1,0.6,0.34,0.4,23165.85279,1276.957622,497.6532392,
3723,3,0.36,0.6,0.42,0.8,26399.30792,1993.134536,4187.820619,
3724,0.84,0.36,0.6,0.34,0.2,21923.16354,1748.992544,2841.595155,
3725,0.3,0.1,0.6,0.34,0.2,21814.46173,1256.665153,430.7632897,
3726,0.3,0.23,0.225,0.1,0.2,16736.16681,1292.040549,1463.335297,
3727,0.3,0.1,0.6,0.18,0.8,20199.87344,1308.767439,630.9014586,
3728,3,0.49,0.225,0.5,0.6,24388.44172,2117.128696,5604.977222,
3729,0.3,0.62,0.35,0.34,0.6,17643.42703,2695.819584,7784.394805,
3730,1.92,0.36,0.475,0.1,0.4,21255.2239,1700.661834,3394.104642,
3731,0.3,0.23,0.1,0.18,0.6,16417.13047,1454.83264,1883.363079,
3732,3,0.1,0.6,0.42,0.4,28228.10422,1280.344424,532.716705,
3733,1.38,0.23,0.1,0.1,0.4,18508.63298,1267.253429,1672.61274,
3734,1.38,0.1,0.35,0.26,0.2,22458.599,1114.796355,430.9297248,
3735,1.92,0.23,0.35,0.18,0.6,21854.77559,1463.34231,2009.625859,
3736,1.38,0.62,0.6,0.5,0.2,23375.97662,2302.483544,6219.249295,
3737,0.84,0.75,0.225,0.1,0.2,16011.23521,2469.63606,7807.806912,
3738,1.38,0.36,0.35,0.1,0.4,19416.74414,1678.882943,3228.942246,
3739,1.38,0.75,0.6,0.18,0.6,19671.44078,2907.732687,9739.796535,
3740,2.46,0.23,0.475,0.34,0.2,25269.73106,1400.882445,1572.880462,
3741,1.38,0.62,0.475,0.18,0.8,19301.53807,2729.720205,8559.563598,
3742,0.3,0.75,0.225,0.26,0.6,15657.83675,2946.404158,9744.675557,
3743,3,0.75,0.35,0.42,0.6,23368.15152,2730.493176,9730.634564,
3744,3,0.49,0.35,0.34,0.8,23688.75895,2228.095433,6181.481717,
3745,1.92,0.62,0.475,0.26,0.4,21564.33913,2358.543283,6997.460871,
3746,2.46,0.1,0.35,0.26,0.4,24625.50826,1135.475376,532.6765788,
3747,0.3,0.36,0.6,0.18,0.2,19109.09531,1758.614606,2842.027765,
3748,0.84,0.75,0.35,0.18,0.2,17565.33564,2513.41384,7807.806912,
3749,2.46,0.36,0.1,0.34,0.8,21875.31865,1818.806225,4190.66943,
3750,1.92,0.1,0.1,0.34,0.8,22619.73507,1117.40858,671.5995253,
3751,1.38,0.75,0.1,0.34,0.2,18624.9063,2379.095632,7806.95799,
3752,1.92,0.23,0.35,0.18,0.4,21991.37548,1384.828971,1791.407795,
3753,1.38,0.62,0.1,0.18,0.2,17649.30421,2079.127458,6219.249295,
3754,2.46,0.75,0.35,0.18,0.2,20922.10063,2340.512885,7805.01647,
3755,0.84,0.36,0.225,0.5,0.8,20615.89982,2023.064951,4006.568812,
3756,1.38,0.49,0.1,0.34,0.8,19004.785,2277.626028,6450.88629,
3757,3,0.1,0.225,0.18,0.8,24095.79417,1092.197526,671.8566294,
3758,1.38,0.23,0.6,0.5,0.2,25063.10648,1511.150195,1462.967073,
3759,0.3,0.23,0.6,0.42,0.6,21556.98401,1713.717403,1883.363079,
3760,0.3,0.62,0.6,0.1,0.8,16663.05315,2906.033468,8566.144897,
3761,0.3,0.75,0.475,0.1,0.4,15925.07682,2831.424231,8776.629944,
3762,1.92,0.49,0.1,0.5,0.6,21629.35585,2130.061426,5610.63178,
3763,1.38,0.75,0.6,0.42,0.4,21999.23104,2743.836376,8773.377263,
3764,1.92,0.49,0.225,0.26,0.6,20417.02905,2129.575369,5610.63178,
3765,3,0.36,0.35,0.26,0.4,24007.00676,1658.738443,3391.427274,
3766,1.38,0.1,0.35,0.18,0.2,21741.78321,1084.512021,430.9297248,
3767,1.92,0.49,0.1,0.26,0.4,19814.4944,1923.278866,5032.242432,
3768,1.38,0.49,0.225,0.42,0.2,21114.10509,1883.0826,4662.708516,
3769,0.84,0.49,0.1,0.26,0.4,17436.06004,2029.294809,5260.216808,
3770,1.92,0.75,0.475,0.5,0.8,22575.44964,2994.255813,10702.50708,
3771,0.84,0.62,0.35,0.42,0.2,20141.55561,2271.901682,6220.110539,
3772,3,0.1,0.6,0.34,0.4,27595.15785,1247.623463,532.716705,
3773,1.92,0.62,0.1,0.5,0.4,21289.9642,2270.283312,6997.460871,
3774,0.3,0.23,0.6,0.34,0.2,21129.69711,1514.005462,1463.335297,
3775,3,0.1,0.225,0.5,0.4,26805.39506,1174.160573,532.716705,
3776,2.46,0.36,0.6,0.42,0.8,25456.69133,2013.856072,4190.66943,
3777,0.3,0.1,0.6,0.42,0.8,22300.93076,1392.718206,630.9014586,
3778,3,0.49,0.6,0.5,0.4,26694.88541,2096.181515,5028.472727,
3779,1.92,0.1,0.475,0.34,0.8,24839.4745,1260.09292,671.5995253,
