Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v861,2.22,0.34,0.4,0.1,0.8,95870.93726,20354.44645,39658.84068
v862,0.78,0.7,0.5,0.7,0.6,80857.97951,23786.71747,87369.67025
v863,2.7,0.22,0.2,0.7,0.8,110818.5554,17846.08015,21375.87888
v864,2.7,0.58,0.5,0.46,0.8,98466.82604,22279.13757,79148.77973
v865,2.22,0.34,0.1,0.22,0.8,93526.0433,20315.65693,39658.84068
v866,2.7,0.46,0.6,0.22,0.6,101145.579,20920.79871,51013.60517
v867,0.3,0.58,0.6,0.1,0.8,70276.21708,24205.90605,79417.94435
v868,2.22,0.34,0.3,0.7,0.6,103871.4325,19719.77024,34825.95148
v869,2.22,0.22,0.2,0.46,0.4,104688.1058,17185.28818,16027.14009
v870,2.22,0.34,0.3,0.22,0.6,97183.88343,19870.87033,34825.95148
v871,0.78,0.1,0.6,0.1,0.2,94977.76952,15154.63189,3993.71646
v872,0.3,0.46,0.4,0.7,0.4,82242.53321,22194.91485,46027.58161
v873,2.7,0.34,0.3,0.7,0.6,108082.9917,19385.42352,34798.20303
v874,1.74,0.22,0.1,0.7,0.8,100462.0003,18571.58693,21410.79434
v875,2.22,0.22,0.5,0.46,0.6,107872.9593,17928.91148,18711.05373
v876,0.3,0.7,0.2,0.46,0.6,68061.22855,24401.46881,87405.44408
v877,1.26,0.7,0.3,0.7,0.6,83209.86272,23544.4464,87330.89644
v878,1.26,0.22,0.2,0.1,0.2,90710.42927,17082.90287,12475.25884
v879,0.3,0.34,0.2,0.46,0.8,78128.20133,22125.45252,37870.10687
v880,0.3,0.22,0.5,0.58,0.8,88454.44819,20199.681,20311.42272
v881,1.74,0.22,0.1,0.58,0.8,98910.81657,18588.06681,21410.79434
v882,2.7,0.22,0.2,0.7,0.8,110818.5554,17846.08015,21375.87888
v883,2.7,0.58,0.6,0.1,0.8,94304.41821,22461.79224,79148.77973
v884,1.74,0.46,0.2,0.7,0.6,93827.9188,21480.0969,51089.46982
v885,0.3,0.46,0.1,0.22,0.6,69806.6652,23173.07673,53151.53992
v886,1.74,0.22,0.5,0.58,0.8,104416.1797,18688.29311,21410.79434
v887,1.26,0.58,0.3,0.7,0.2,89681.9857,21574.14962,51663.95991
v888,2.22,0.34,0.1,0.7,0.4,102094.6408,19053.49512,29993.06228
v889,2.7,0.34,0.5,0.1,0.8,101435.6792,19983.46377,39621.84275
v890,2.22,0.1,0.3,0.34,0.2,109684.6864,14117.2916,4270.33473
v891,1.26,0.7,0.1,0.1,0.4,73094.47098,23541.32583,75992.83325
v892,0.78,0.22,0.5,0.7,0.2,98097.93057,17831.14067,12477.91523
v893,0.3,0.7,0.5,0.58,0.6,73888.12408,24189.90697,87405.44408
v894,2.22,0.34,0.6,0.58,0.2,108445.3546,18394.92441,25160.17308
v895,0.78,0.7,0.4,0.7,0.6,79529.57753,23832.91686,87369.67025
v896,1.26,0.34,0.1,0.7,0.8,90966.963,20918.19402,37820.67863
v897,0.3,0.58,0.5,0.1,0.8,68976.81258,24250.4385,79417.94435
v898,2.22,0.58,0.2,0.46,0.6,91309.71341,22302.21779,70020.29186
v899,1.26,0.1,0.2,0.34,0.6,97945.41898,15456.08247,5813.199007
v900,2.7,0.34,0.6,0.58,0.8,109678.5609,19815.58401,39621.84275
v901,1.26,0.22,0.3,0.1,0.8,89848.67349,19170.47462,20292.23376
v902,0.78,0.1,0.3,0.22,0.8,91780.82481,16379.25237,6717.56098
v903,0.3,0.7,0.5,0.7,0.8,74186.54841,24451.12956,98768.35648
v904,1.26,0.22,0.1,0.7,0.8,95611.95626,18985.55387,20292.23376
v905,1.74,0.46,0.2,0.7,0.8,92858.06014,21919.2988,58021.13167
v906,0.78,0.34,0.1,0.1,0.2,80010.84959,19646.07752,23712.05912
v907,0.3,0.7,0.3,0.46,0.4,70965.26627,23933.8737,76042.53168
v908,2.22,0.22,0.1,0.7,0.6,105574.4872,17775.77823,18711.05373
v909,0.3,0.22,0.5,0.46,0.4,88329.00331,19166.57971,15090.51163
v910,2.22,0.58,0.5,0.46,0.8,94292.75083,22586.11454,79212.40279
v911,0.78,0.22,0.6,0.58,0.8,95526.29158,19615.97255,20302.85932
v912,0.78,0.58,0.6,0.46,0.4,83759.13803,22725.59288,60908.45549
v913,0.78,0.7,0.6,0.34,0.4,78774.48789,23501.6689,76018.68246
v914,2.7,0.34,0.2,0.7,0.2,108968.4217,17930.41377,25150.9236
v915,0.78,0.7,0.3,0.46,0.6,74972.89813,24007.60173,87369.67025
v916,2.22,0.46,0.4,0.7,0.4,102343.4781,20470.05662,44133.7506
v917,1.74,0.46,0.5,0.58,0.8,95394.26835,21888.57419,58021.13167
v918,2.7,0.22,0.5,0.22,0.6,108618.8566,17601.04004,18696.73736
v919,1.74,0.1,0.6,0.7,0.8,112724.9373,15808.84339,7080.190147
v920,0.78,0.1,0.1,0.1,0.8,86904.04279,16113.80651,6717.56098
v921,1.26,0.22,0.2,0.1,0.8,88409.81894,19146.91973,20292.23376
v922,2.7,0.7,0.2,0.1,0.4,87983.62889,22487.36987,75901.3354
v923,2.7,0.1,0.3,0.46,0.8,114789.1297,14789.53844,7085.282183
v924,2.7,0.46,0.4,0.46,0.4,103377.0629,20218.34694,44107.23154
v925,0.3,0.46,0.4,0.46,0.6,77817.57187,22871.12346,53151.53992
v926,0.78,0.34,0.5,0.58,0.6,90575.29588,20957.67714,33135.21911
v927,0.78,0.1,0.2,0.7,0.8,97085.48746,16476.48501,6717.56098
v928,0.3,0.22,0.4,0.22,0.8,81906.04953,20350.33646,20311.42272
v929,2.7,0.1,0.3,0.46,0.2,115650.701,13986.71947,4270.826679
v930,1.74,0.58,0.6,0.1,0.8,85664.15745,23098.31312,79270.60488
v931,2.22,0.7,0.4,0.22,0.2,90353.18229,21913.78219,64625.55569
v932,2.22,0.1,0.3,0.34,0.2,109684.6864,14117.2916,4270.33473
v933,1.74,0.34,0.1,0.46,0.6,93271.82952,20176.15704,34850.61461
v934,0.3,0.1,0.6,0.1,0.4,88696.93737,16244.98972,4898.997613
v935,2.22,0.46,0.3,0.46,0.4,97833.53959,20566.13328,44133.7506
v936,2.7,0.46,0.4,0.1,0.2,99449.12476,19533.65903,37200.85791
v937,1.74,0.34,0.2,0.22,0.4,92310.63787,19602.29121,30009.50436
v938,2.7,0.34,0.4,0.58,0.6,107879.8839,19422.63965,34798.20303
v939,2.7,0.1,0.3,0.22,0.6,111476.3484,14430.99457,6147.130349
v940,2.22,0.22,0.2,0.34,0.4,102982.0953,17169.24398,16027.14009
v941,2.7,0.34,0.4,0.1,0.6,100859.4842,19568.08896,34798.20303
v942,2.22,0.34,0.5,0.7,0.8,105751.8128,20120.2051,39658.84068
v943,0.3,0.7,0.2,0.34,0.8,65163.24961,24788.80011,98768.35648
v944,0.3,0.1,0.2,0.58,0.4,90397.33651,16149.77709,4898.997613
v945,0.3,0.1,0.4,0.34,0.8,89032.98295,17165.61757,6712.226939
v946,1.26,0.58,0.3,0.34,0.8,80628.38849,23417.88432,79323.96246
v947,2.22,0.22,0.1,0.58,0.8,103539.4388,18172.21714,21394.96737
v948,0.78,0.34,0.3,0.58,0.2,90114.03808,19557.68447,23712.05912
v949,1.74,0.1,0.2,0.34,0.8,102682.4119,15341.2279,7080.190147
v950,2.7,0.34,0.5,0.1,0.2,104464.7909,18061.717,25150.9236
v951,1.74,0.34,0.5,0.34,0.2,99399.2878,18785.60386,25168.39412
v952,2.7,0.22,0.4,0.46,0.8,110379.2175,17920.3397,21375.87888
v953,1.26,0.1,0.1,0.46,0.6,98190.25021,15414.30346,5813.199007
v954,2.7,0.34,0.4,0.22,0.8,102049.5642,19937.06418,39621.84275
v955,2.22,0.34,0.2,0.22,0.6,95766.96142,19866.98404,34825.95148
v956,2.7,0.1,0.3,0.1,0.4,109944.7548,14040.38426,5208.978514
v957,0.3,0.22,0.3,0.58,0.2,88111.98024,18289.74728,12480.05608
v958,2.22,0.7,0.3,0.34,0.6,87457.09062,23127.05234,87243.25331
v959,1.74,0.22,0.2,0.1,0.6,93840.0628,18252.74762,18722.92396
v960,1.26,0.7,0.1,0.46,0.8,75851.62699,24117.77318,98668.95962
v961,1.26,0.22,0.3,0.1,0.8,89848.67349,19170.47462,20292.23376
v962,0.3,0.1,0.5,0.46,0.8,92080.37669,17250.9968,6712.226939
v963,1.74,0.46,0.3,0.34,0.2,93061.47189,20210.74405,37226.14613
v964,2.22,0.22,0.5,0.34,0.2,107848.5268,16597.8415,13343.22645
v965,0.78,0.46,0.1,0.7,0.2,84948.34818,20992.49736,38894.5455
v966,2.7,0.1,0.3,0.34,0.2,113976.7002,13890.43687,4270.826679
v967,2.7,0.1,0.3,0.58,0.6,116518.193,14669.46557,6147.130349
v968,2.7,0.7,0.6,0.34,0.4,97051.05359,22200.26294,75901.3354
v969,0.3,0.22,0.4,0.1,0.4,81492.38294,19225.17967,15090.51163
v970,0.3,0.7,0.2,0.22,0.8,63364.07336,24860.03347,98768.35648
v971,2.7,0.58,0.6,0.1,0.2,98473.22528,20705.86269,51620.16423
v972,1.26,0.7,0.4,0.7,0.4,86103.28452,23027.97883,75992.83325
v973,2.7,0.34,0.2,0.1,0.8,97375.09134,19985.1041,39621.84275
v974,0.78,0.46,0.4,0.22,0.2,82563.26688,21189.61032,38894.5455
v975,2.22,0.22,0.3,0.22,0.4,102581.6393,17211.96242,16027.14009
v976,0.78,0.22,0.1,0.58,0.4,90112.92179,18413.29975,15086.22993
v977,1.26,0.7,0.1,0.58,0.8,77483.48822,24049.85261,98668.95962
v978,2.7,0.46,0.5,0.1,0.2,100746.574,19545.73376,37200.85791
v979,2.22,0.7,0.1,0.1,0.6,80777.66468,23379.93202,87243.25331
v980,1.26,0.46,0.5,0.34,0.8,87216.53283,22420.73584,60199.34066
v981,2.7,0.58,0.5,0.58,0.2,104205.9968,20506.45536,51620.16423
v982,0.78,0.46,0.4,0.58,0.4,86318.19879,21752.17134,46009.42601
v983,1.74,0.7,0.1,0.7,0.8,83776.70161,23676.36059,98612.92166
v984,1.26,0.1,0.2,0.58,0.8,100998.8827,15899.10557,6722.342581
v985,2.7,0.34,0.1,0.58,0.8,102987.966,19814.60339,39621.84275
v986,2.22,0.7,0.2,0.46,0.8,86521.95934,23464.82363,98552.10212
v987,2.7,0.58,0.3,0.58,0.8,97441.82514,22286.76464,79148.77973
v988,0.78,0.22,0.5,0.58,0.2,96559.31646,17823.58198,12477.91523
v989,0.78,0.58,0.5,0.1,0.8,74486.14713,23862.47699,79372.95191
v990,2.7,0.58,0.1,0.58,0.6,95643.01513,21946.13781,69972.57456
v991,2.7,0.34,0.6,0.46,0.4,109855.5989,18843.39506,29974.56331
v992,2.22,0.7,0.1,0.22,0.6,82707.95548,23300.00995,87243.25331
v993,0.78,0.34,0.6,0.1,0.8,83874.70904,21676.651,37846.79911
v994,0.3,0.58,0.5,0.46,0.6,75568.80717,23654.51812,70174.44803
v995,0.78,0.46,0.5,0.7,0.8,86907.1739,22642.01014,60239.18702
v996,0.3,0.1,0.5,0.58,0.6,94097.29349,16872.90624,5805.612276
v997,0.78,0.46,0.6,0.1,0.8,79540.29285,22971.26013,60239.18702
v998,2.22,0.22,0.1,0.34,0.6,100694.635,17775.3957,18711.05373
v999,2.7,0.34,0.4,0.1,0.8,100139.8782,19984.20214,39621.84275
v1000,0.3,0.46,0.6,0.58,0.8,81007.63067,23113.62195,60275.49823
v1001,2.7,0.34,0.3,0.1,0.8,98787.51855,19983.88662,39621.84275
v1002,1.74,0.22,0.2,0.58,0.4,101740.0066,17576.41128,16035.05358
v1003,1.26,0.46,0.4,0.46,0.2,91312.38693,20597.64769,38884.58391
v1004,2.22,0.46,0.3,0.7,0.2,102434.1668,19706.53931,37214.11744
v1005,1.74,0.34,0.6,0.58,0.6,101703.1677,20129.14835,34850.61461
v1006,2.22,0.22,0.3,0.46,0.8,104767.4327,18249.93587,21394.96737
v1007,0.3,0.22,0.6,0.34,0.8,86363.78211,20299.27823,20311.42272
v1008,2.22,0.1,0.4,0.58,0.6,113544.4251,15038.18126,6145.654499
v1009,2.7,0.34,0.4,0.7,0.8,108707.0932,19780.28608,39621.84275
v1010,1.26,0.46,0.6,0.58,0.4,94094.08688,21262.95666,45989.50283
v1011,1.74,0.58,0.4,0.1,0.2,87250.71498,21454.29071,51650.62052
v1012,0.78,0.58,0.1,0.7,0.6,78585.9969,23313.03238,70140.7037
v1013,1.26,0.22,0.4,0.34,0.8,94965.44603,19128.03441,20292.23376
v1014,2.22,0.7,0.6,0.58,0.6,94717.22866,22869.28642,87243.25331
v1015,2.7,0.58,0.6,0.34,0.8,98009.22746,22313.77886,79148.77973
v1016,2.7,0.58,0.5,0.1,0.8,93047.53598,22496.4625,79148.77973
v1017,2.7,0.46,0.1,0.22,0.8,93431.62671,21454.46041,57919.9788
v1018,0.78,0.22,0.1,0.34,0.6,85914.0667,19134.67799,17694.54463
v1019,0.78,0.7,0.2,0.22,0.6,69983.16099,24202.58068,87369.67025
v1020,1.26,0.7,0.1,0.7,0.4,81776.87738,23171.83605,75992.83325
v1021,0.3,0.7,0.4,0.58,0.6,72547.12718,24234.67554,87405.44408
v1022,0.78,0.46,0.5,0.58,0.8,85356.01506,22706.28849,60239.18702
v1023,0.78,0.58,0.4,0.46,0.4,81142.96893,22802.49327,60908.45549
v1024,2.22,0.22,0.4,0.7,0.8,109249.9555,18254.52355,21394.96737
v1025,1.26,0.1,0.2,0.46,0.8,99374.39348,15843.21788,6722.342581
v1026,1.74,0.58,0.1,0.1,0.2,82905.77846,21516.45285,51650.62052
v1027,1.74,0.1,0.1,0.58,0.4,105153.7107,14753.06617,5206.432496
v1028,1.74,0.1,0.4,0.1,0.2,102731.6085,14270.8471,4269.55367
v1029,2.7,0.1,0.4,0.7,0.8,119190.7578,14997.06857,7085.282183
v1030,1.74,0.7,0.2,0.22,0.6,79780.19984,23554.90639,87288.86797
v1031,0.78,0.34,0.2,0.7,0.8,87131.47252,21418.3436,37846.79911
v1032,1.26,0.7,0.4,0.34,0.8,78467.80409,24047.00029,98668.95962
v1033,2.7,0.7,0.4,0.34,0.4,94494.05861,22263.25629,75901.3354
v1034,1.74,0.7,0.5,0.22,0.4,85468.2696,22920.32623,75964.81427
v1035,1.26,0.1,0.6,0.1,0.6,99542.85622,15653.32259,5813.199007
v1036,2.7,0.58,0.3,0.22,0.8,92292.62288,22493.03697,79148.77973
v1037,2.7,0.1,0.3,0.46,0.8,114789.1297,14789.53844,7085.282183
v1038,2.7,0.22,0.5,0.46,0.8,111648.8177,17947.92433,21375.87888
v1039,1.74,0.46,0.6,0.1,0.4,91843.04572,21097.25555,44157.80798
v1040,1.74,0.22,0.2,0.22,0.6,95763.52124,18240.75091,18722.92396
v1041,2.7,0.22,0.1,0.34,0.6,104966.9909,17431.74303,18696.73736
v1042,2.7,0.34,0.3,0.34,0.6,103222.6497,19482.47102,34798.20303
v1043,2.7,0.46,0.6,0.1,0.8,98326.18,21407.61507,57919.9788
v1044,2.22,0.1,0.2,0.34,0.6,107565.1226,14713.32311,6145.654499
v1045,2.7,0.7,0.4,0.7,0.8,96612.26811,22977.45466,98485.96391
v1046,0.3,0.22,0.5,0.7,0.2,92363.78858,18373.93851,12480.05608
v1047,0.78,0.58,0.4,0.34,0.8,76875.41407,23743.21066,79372.95191
v1048,2.7,0.1,0.5,0.22,0.4,114393.0974,14321.95,5208.978514
v1049,1.26,0.1,0.1,0.1,0.4,93117.47967,14714.59688,4904.055434
v1050,0.78,0.1,0.5,0.46,0.2,99133.63415,15347.84765,3993.71646
v1051,2.7,0.34,0.4,0.46,0.8,105554.4375,19853.79305,39621.84275
v1052,0.3,0.7,0.3,0.22,0.2,69144.83023,23481.87244,64679.61928
v1053,1.26,0.58,0.2,0.34,0.8,79181.6344,23464.58262,79323.96246
v1054,2.7,0.7,0.3,0.1,0.6,87876.06455,22994.26856,87193.64966
v1055,2.22,0.58,0.3,0.34,0.4,92428.87389,21736.79585,60828.18092
v1056,1.74,0.22,0.5,0.22,0.8,99287.47486,18754.68654,21410.79434
v1057,2.7,0.1,0.2,0.22,0.8,109961.0511,14539.72625,7085.282183
v1058,0.3,0.34,0.3,0.1,0.8,74053.11364,22333.29043,37870.10687
v1059,1.26,0.58,0.4,0.34,0.2,86178.78,21731.00781,51663.95991
v1060,1.26,0.22,0.6,0.58,0.8,100859.806,19105.75427,20292.23376
v1061,2.7,0.58,0.2,0.34,0.2,96844.59719,20625.27303,51620.16423
v1062,1.74,0.1,0.5,0.34,0.2,107682.5944,14575.45784,4269.55367
v1063,1.26,0.58,0.6,0.34,0.4,87169.14758,22395.85603,60883.96076
v1064,1.74,0.58,0.2,0.58,0.4,89883.66226,22005.87262,60857.28197
v1065,1.74,0.7,0.5,0.46,0.8,86206.76738,23624.25214,98612.92166
v1066,2.7,0.46,0.3,0.58,0.4,103650.7958,20178.34311,44107.23154
v1067,2.22,0.46,0.4,0.22,0.2,97135.66322,19858.78231,37214.11744
v1068,2.7,0.46,0.4,0.46,0.8,101195.3366,21254.42408,57919.9788
v1069,0.3,0.58,0.3,0.46,0.8,71660.45504,24107.91388,79417.94435
v1070,0.3,0.46,0.1,0.34,0.4,72889.50442,22519.89941,46027.58161
v1071,1.26,0.58,0.6,0.58,0.8,87946.17756,23148.53815,79323.96246
v1072,0.3,0.7,0.4,0.34,0.6,69224.77881,24374.6477,87405.44408
v1073,1.26,0.58,0.1,0.46,0.8,79399.20904,23439.60759,79323.96246
v1074,2.7,0.34,0.6,0.46,0.8,108068.647,19852.92916,39621.84275
v1075,2.7,0.7,0.5,0.1,0.4,92098.91548,22372.9469,75901.3354
v1076,0.3,0.7,0.3,0.22,0.8,64827.93317,24812.40397,98768.35648
v1077,2.22,0.34,0.1,0.1,0.6,92354.64898,19907.89979,34825.95148
v1078,0.3,0.1,0.3,0.22,0.6,86209.84147,16599.19032,5805.612276
v1079,2.7,0.46,0.6,0.46,0.2,107348.9553,19447.65965,37200.85791
v1080,0.3,0.7,0.2,0.7,0.2,74381.26363,23259.85038,64679.61928
v1081,2.7,0.22,0.2,0.58,0.8,109286.2082,17850.35462,21375.87888
v1082,0.3,0.22,0.3,0.1,0.4,80086.78688,19191.60207,15090.51163
v1083,0.78,0.1,0.6,0.58,0.8,100852.9316,16705.22732,6717.56098
v1084,0.3,0.34,0.3,0.1,0.2,77225.62102,20323.65524,23717.88606
v1085,0.78,0.46,0.4,0.7,0.2,89277.16452,20964.61407,38894.5455
v1086,1.26,0.34,0.2,0.34,0.6,88348.05374,20595.9332,33115.62875
v1087,1.26,0.1,0.1,0.58,0.8,99534.25993,15800.62248,6722.342581
v1088,0.3,0.22,0.2,0.34,0.4,82417.48439,19098.82022,15090.51163
v1089,0.3,0.34,0.1,0.58,0.8,78255.95289,22085.24581,37870.10687
v1090,1.74,0.34,0.4,0.34,0.6,95820.34797,20220.48241,34850.61461
v1091,2.22,0.22,0.6,0.1,0.2,105412.7019,16585.18301,13343.22645
v1092,0.3,0.34,0.4,0.1,0.4,77457.13276,21174.3593,28435.29299
v1093,2.7,0.58,0.2,0.58,0.4,98525.30913,21298.17083,60796.36939
v1094,0.3,0.7,0.6,0.22,0.4,71509.61381,23936.31719,76042.53168
v1095,0.78,0.22,0.2,0.7,0.8,91710.40085,19539.1349,20302.85932
v1096,2.7,0.22,0.3,0.7,0.8,112193.5342,17879.87555,21375.87888
v1097,0.78,0.22,0.6,0.1,0.8,88437.77205,19778.12846,20302.85932
v1098,2.7,0.58,0.6,0.22,0.4,98711.72173,21397.2142,60796.36939
v1099,0.78,0.58,0.5,0.22,0.8,76401.66358,23778.99054,79372.95191
v1100,0.3,0.22,0.2,0.58,0.6,85000.09759,19694.39655,17700.96718
v1101,1.74,0.46,0.1,0.58,0.4,92052.88048,20924.20729,44157.80798
v1102,2.7,0.34,0.1,0.34,0.6,100357.3483,19463.3648,34798.20303
v1103,0.78,0.46,0.6,0.34,0.2,86992.49538,21105.65307,38894.5455
v1104,0.3,0.7,0.1,0.46,0.6,66524.84916,24456.8812,87405.44408
v1105,0.78,0.1,0.2,0.58,0.6,95869.28323,16072.03476,5809.612806
v1106,1.74,0.34,0.3,0.34,0.2,96741.87893,18730.6488,25168.39412
v1107,2.7,0.34,0.4,0.22,0.8,102049.5642,19937.06418,39621.84275
v1108,1.74,0.22,0.3,0.1,0.8,94707.09557,18732.71919,21410.79434
v1109,2.22,0.7,0.4,0.22,0.2,90353.18229,21913.78219,64625.55569
v1110,1.26,0.22,0.5,0.22,0.6,95058.3373,18746.39365,17686.57546
v1111,2.22,0.46,0.5,0.22,0.2,98439.04783,19864.78372,37214.11744
v1112,2.7,0.34,0.3,0.34,0.8,102508.6523,19893.56889,39621.84275
v1113,2.22,0.58,0.4,0.46,0.8,92987.22405,22624.10344,79212.40279
v1114,2.22,0.46,0.4,0.58,0.2,102245.4763,19746.44378,37214.11744
v1115,2.7,0.46,0.1,0.22,0.6,94351.5227,20994.98376,51013.60517
v1116,0.3,0.46,0.2,0.58,0.2,79229.39362,21569.94127,38903.6233
v1117,2.22,0.58,0.4,0.46,0.8,92987.22405,22624.10344,79212.40279
v1118,0.3,0.1,0.6,0.34,0.8,91627.57781,17280.76044,6712.226939
v1119,0.78,0.46,0.3,0.58,0.6,83688.2608,22365.00446,53124.30651
v1120,1.26,0.22,0.2,0.7,0.8,97090.89499,19011.30875,20292.23376
v1121,1.74,0.58,0.1,0.7,0.4,89943.93835,21979.04902,60857.28197
v1122,2.7,0.46,0.2,0.7,0.8,101617.4604,21187.95175,57919.9788
v1123,2.7,0.22,0.3,0.34,0.6,107802.7672,17528.69976,18696.73736
v1124,0.3,0.22,0.3,0.7,0.8,87305.71748,20148.17026,20311.42272
v1125,2.7,0.46,0.3,0.7,0.4,105187.9313,20139.63637,44107.23154
v1126,1.26,0.34,0.1,0.58,0.4,91303.93556,19846.93767,28410.57888
v1127,2.7,0.7,0.4,0.22,0.8,89938.29783,23243.29252,98485.96391
v1128,0.78,0.58,0.6,0.22,0.6,78847.29863,23366.93439,70140.7037
v1129,0.3,0.34,0.6,0.46,0.8,83614.61693,22006.32327,37870.10687
v1130,2.7,0.22,0.2,0.1,0.8,102256.6843,17872.7919,21375.87888
v1131,2.22,0.58,0.3,0.1,0.8,86168.0765,22890.61895,79212.40279
v1132,0.78,0.1,0.1,0.34,0.6,91020.05834,15840.56148,5809.612806
v1133,1.26,0.58,0.3,0.58,0.4,86532.81799,22362.85371,60883.96076
v1134,1.74,0.1,0.5,0.7,0.2,112478.2575,14820.38514,4269.55367
v1135,1.26,0.22,0.2,0.7,0.8,97090.89499,19011.30875,20292.23376
v1136,1.74,0.46,0.1,0.34,0.8,86437.82223,22154.25148,58021.13167
v1137,1.74,0.34,0.5,0.58,0.6,100457.439,20130.24035,34850.61461
v1138,2.7,0.46,0.3,0.22,0.8,96327.31866,21403.7347,57919.9788
v1139,1.26,0.22,0.1,0.34,0.2,92961.75314,17056.00656,12475.25884
v1140,1.26,0.22,0.1,0.7,0.8,95611.95626,18985.55387,20292.23376
v1141,0.3,0.7,0.1,0.46,0.8,65343.1028,24769.52586,98768.35648
v1142,2.7,0.7,0.6,0.46,0.8,96000.54687,23024.14289,98485.96391
v1143,2.22,0.22,0.4,0.1,0.8,100693.4262,18323.43215,21394.96737
v1144,0.78,0.22,0.4,0.34,0.8,89589.67649,19669.50006,20302.85932
v1145,2.22,0.1,0.6,0.7,0.2,118237.7723,14620.02961,4270.33473
v1146,2.7,0.58,0.3,0.34,0.8,94103.55849,22419.22067,79148.77973
v1147,0.78,0.22,0.1,0.22,0.4,84897.75559,18436.54026,15086.22993
v1148,0.3,0.34,0.2,0.7,0.8,81354.64464,21986.64639,37870.10687
v1149,0.78,0.22,0.6,0.1,0.8,88437.77205,19778.12846,20302.85932
v1150,2.22,0.34,0.3,0.1,0.8,94507.86135,20358.92035,39658.84068
v1151,1.26,0.46,0.4,0.7,0.8,90802.0586,22253.35508,60199.34066
v1152,2.22,0.58,0.3,0.46,0.8,91626.11519,22663.82708,79212.40279
v1153,1.74,0.34,0.2,0.34,0.2,95323.64298,18696.44163,25168.39412
v1154,2.7,0.34,0.2,0.7,0.4,107778.3669,18725.98573,29974.56331
v1155,0.78,0.1,0.6,0.1,0.2,94977.76952,15154.63189,3993.71646
v1156,2.22,0.7,0.4,0.7,0.8,92471.39079,23248.85701,98552.10212
v1157,0.78,0.7,0.6,0.22,0.8,74252.91226,24352.66247,98720.65804
v1158,2.22,0.22,0.6,0.58,0.6,110703.742,17953.80884,18711.05373
v1159,0.78,0.7,0.2,0.1,0.4,69525.24438,23845.33342,76018.68246
v1160,1.26,0.1,0.6,0.58,0.8,106257.8363,16183.03383,6722.342581
v1161,2.7,0.7,0.2,0.46,0.4,93424.67102,22269.08543,75901.3354
v1162,1.74,0.7,0.4,0.7,0.4,90818.68279,22692.32504,75964.81427
v1163,2.22,0.7,0.4,0.22,0.8,85792.92242,23519.68758,98552.10212
v1164,2.7,0.34,0.4,0.22,0.8,102049.5642,19937.06418,39621.84275
v1165,2.7,0.7,0.3,0.1,0.6,87876.06455,22994.26856,87193.64966
v1166,2.7,0.34,0.2,0.58,0.2,107439.0558,17932.77329,25150.9236
v1167,0.78,0.34,0.3,0.1,0.4,81811.16727,20579.88036,28423.63911
v1168,1.26,0.7,0.2,0.7,0.8,80532.39819,23935.69289,98668.95962
v1169,2.7,0.46,0.4,0.22,0.2,101346.5655,19496.29577,37200.85791
v1170,2.7,0.58,0.6,0.1,0.2,98473.22528,20705.86269,51620.16423
v1171,0.3,0.22,0.3,0.58,0.4,87255.69447,19089.97008,15090.51163
v1172,1.74,0.7,0.5,0.22,0.6,83934.42946,23413.58701,87288.86797
v1173,2.22,0.7,0.1,0.1,0.4,82312.64093,22850.5323,75934.4045
v1174,1.74,0.22,0.5,0.58,0.8,104416.1797,18688.29311,21410.79434
v1175,2.7,0.34,0.4,0.22,0.8,102049.5642,19937.06418,39621.84275
v1176,1.26,0.46,0.5,0.46,0.4,91206.19026,21336.24678,45989.50283
v1177,1.26,0.22,0.4,0.7,0.2,102085.2877,17317.14578,12475.25884
v1178,2.7,0.1,0.6,0.22,0.2,115981.0159,14049.38564,4270.826679
v1179,2.7,0.22,0.5,0.22,0.8,108170.5383,17965.48557,21375.87888
v1180,2.7,0.46,0.6,0.22,0.8,100229.309,21338.11501,57919.9788
v1181,0.3,0.22,0.1,0.1,0.6,76245.83504,19840.58558,17700.96718
v1182,0.3,0.7,0.5,0.22,0.8,67573.28943,24721.25534,98768.35648
v1183,2.7,0.58,0.4,0.7,0.8,100329.0386,22191.24609,79148.77973
v1184,2.7,0.7,0.3,0.34,0.8,90384.69857,23214.32187,98485.96391
v1185,0.78,0.1,0.1,0.46,0.6,92750.38076,15905.48052,5809.612806
v1186,2.7,0.58,0.4,0.46,0.4,99663.28332,21311.42984,60796.36939
v1187,0.78,0.1,0.2,0.22,0.4,91094.33022,15396.5728,4901.664633
v1188,0.3,0.34,0.5,0.34,0.8,80597.43553,22106.25411,37870.10687
v1189,2.7,0.58,0.5,0.34,0.8,96760.59408,22346.14115,79148.77973
v1190,2.7,0.7,0.2,0.1,0.8,85232.01692,23409.61857,98485.96391
v1191,1.74,0.34,0.4,0.58,0.2,101415.9435,18727.41845,25168.39412
v1192,2.22,0.22,0.6,0.22,0.8,105126.0932,18356.37298,21394.96737
v1193,2.7,0.46,0.4,0.7,0.8,104354.6069,21147.6034,57919.9788
v1194,0.3,0.46,0.6,0.7,0.8,82554.6074,23047.78468,60275.49823
v1195,2.22,0.46,0.2,0.34,0.6,93427.37963,21275.20231,51053.38375
