Version,window_u,shgc,roof_u,extWall_u,transmittance,total_idealHeating,total_idealCooling,total_solarRad
v3067,2.22,0.58,0.2,0.34,0.8,88480.70192,22778.10511,79212.40279
v3068,1.74,0.22,0.5,0.7,0.8,105951.1918,18669.56759,21410.79434
v3069,2.22,0.34,0.5,0.22,0.8,99087.83823,20294.43362,39658.84068
v3070,2.7,0.58,0.3,0.7,0.8,98984.4532,22226.13815,79148.77973
v3071,0.78,0.46,0.2,0.58,0.8,81195.82498,22827.00817,60239.18702
v3072,0.78,0.58,0.3,0.1,0.6,72881.3101,23586.94227,70140.7037
v3073,2.7,0.7,0.4,0.34,0.2,96300.84928,21527.64729,64609.02114
v3074,1.26,0.58,0.3,0.1,0.8,76881.5023,23579.00307,79323.96246
v3075,2.7,0.7,0.2,0.58,0.6,93522.33647,22750.03827,87193.64966
v3076,1.74,0.7,0.6,0.58,0.2,93617.82209,22010.1584,64640.76058
v3077,2.7,0.1,0.5,0.1,0.4,112524.4754,14223.85459,5208.978514
v3078,0.3,0.1,0.2,0.22,0.8,84362.22315,16974.67092,6712.226939
v3079,2.22,0.1,0.5,0.7,0.8,116133.7432,15379.03047,7083.314384
v3080,1.74,0.34,0.1,0.34,0.8,90749.58247,20689.01112,39691.72485
v3081,1.26,0.7,0.4,0.7,0.6,84586.25571,23496.19756,87330.89644
v3082,2.22,0.58,0.1,0.22,0.2,89343.77053,21047.85169,51636.06999
v3083,1.74,0.22,0.5,0.34,0.4,102453.0863,17695.10108,16035.05358
v3084,1.26,0.58,0.1,0.1,0.8,73898.40009,23678.59777,79323.96246
v3085,1.74,0.7,0.5,0.34,0.2,89041.00746,22161.23848,64640.76058
v3086,0.78,0.58,0.4,0.46,0.4,81142.96893,22802.49327,60908.45549
v3087,2.22,0.7,0.3,0.34,0.6,87457.09062,23127.05234,87243.25331
v3088,0.3,0.46,0.6,0.7,0.4,84859.86899,22136.17949,46027.58161
v3089,2.22,0.46,0.6,0.1,0.6,95055.16147,21332.26636,51053.38375
v3090,2.7,0.22,0.3,0.7,0.2,114285.6444,16276.33398,13338.45433
v3091,2.22,0.58,0.3,0.1,0.8,86168.0765,22890.61895,79212.40279
v3092,2.22,0.34,0.2,0.46,0.6,99299.34629,19784.91939,34825.95148
v3093,1.74,0.46,0.2,0.7,0.8,92858.06014,21919.2988,58021.13167
v3094,2.7,0.22,0.5,0.7,0.8,114771.7903,17935.00557,21375.87888
v3095,2.7,0.7,0.1,0.7,0.8,92385.09123,23110.86146,98485.96391
v3096,2.7,0.58,0.5,0.22,0.2,99116.915,20655.76286,51620.16423
v3097,2.7,0.22,0.5,0.1,0.8,106276.8508,17975.58804,21375.87888
v3098,2.22,0.22,0.4,0.46,0.8,106103.3015,18277.50776,21394.96737
v3099,0.3,0.58,0.4,0.1,0.4,70106.71921,23471.78312,60930.95171
v3100,2.7,0.7,0.4,0.1,0.8,88028.85773,23321.02056,98485.96391
v3101,2.7,0.22,0.6,0.7,0.2,118054.2458,16427.99228,13338.45433
v3102,0.3,0.7,0.5,0.58,0.2,77054.05916,23185.86911,64679.61928
v3103,0.3,0.58,0.4,0.34,0.6,72502.66473,23776.55468,70174.44803
v3104,2.22,0.58,0.5,0.7,0.2,101579.0943,20788.28325,51636.06999
v3105,0.78,0.58,0.3,0.58,0.8,78833.63297,23645.08195,79372.95191
v3106,1.26,0.22,0.5,0.22,0.6,95058.3373,18746.39365,17686.57546
v3107,1.26,0.46,0.1,0.22,0.8,79712.86169,22653.2506,60199.34066
v3108,2.22,0.58,0.2,0.22,0.4,89186.29336,21836.67236,60828.18092
v3109,2.7,0.22,0.5,0.46,0.4,112901.8168,17006.13841,16017.59584
v3110,2.22,0.34,0.4,0.7,0.6,105210.244,19724.54121,34825.95148
v3111,2.22,0.34,0.5,0.34,0.8,100891.6656,20245.59107,39658.84068
v3112,0.3,0.58,0.5,0.7,0.2,81672.37918,22411.30072,51687.45538
v3113,1.26,0.34,0.3,0.46,0.2,93768.22535,19076.11993,23705.529
v3114,1.26,0.1,0.6,0.46,0.4,105302.2757,15468.71177,4904.055434
v3115,2.7,0.22,0.2,0.22,0.8,104165.9671,17866.32217,21375.87888
v3116,1.26,0.22,0.4,0.1,0.2,93511.35821,17220.97339,12475.25884
v3117,1.74,0.46,0.6,0.58,0.2,100303.1518,20130.99637,37226.14613
v3118,0.3,0.46,0.5,0.58,0.2,83427.03494,21515.20479,38903.6233
v3119,2.7,0.7,0.6,0.7,0.2,103672.9332,21325.87528,64609.02114
v3120,0.3,0.58,0.3,0.46,0.8,71660.45504,24107.91388,79417.94435
v3121,1.74,0.58,0.3,0.46,0.8,87145.85038,22996.66884,79270.60488
v3122,1.26,0.22,0.3,0.7,0.8,98504.74163,19031.80499,20292.23376
v3123,2.7,0.1,0.3,0.34,0.8,113108.881,14715.77394,7085.282183
v3124,2.7,0.7,0.3,0.34,0.4,93132.96887,22299.00851,75901.3354
v3125,1.74,0.1,0.3,0.34,0.4,104679.0511,14805.47578,5206.432496
v3126,2.22,0.1,0.5,0.58,0.2,115528.9091,14474.55678,4270.33473
v3127,2.7,0.46,0.2,0.22,0.2,98588.66082,19465.50251,37200.85791
v3128,0.3,0.58,0.2,0.7,0.4,75902.79799,23194.96166,60930.95171
v3129,1.74,0.46,0.6,0.1,0.8,89590.45357,22140.81594,58021.13167
v3130,2.7,0.1,0.1,0.58,0.6,113742.285,14473.98666,6147.130349
v3131,2.7,0.1,0.5,0.46,0.8,117347.3721,14941.98275,7085.282183
v3132,0.3,0.1,0.1,0.58,0.2,89343.74741,15469.0139,3992.38295
v3133,2.22,0.1,0.1,0.7,0.6,110954.711,14831.04488,6145.654499
v3134,2.7,0.58,0.5,0.34,0.8,96760.59408,22346.14115,79148.77973
v3135,0.3,0.58,0.1,0.46,0.8,68664.07024,24208.07834,79417.94435
v3136,0.78,0.58,0.6,0.7,0.8,84363.56526,23448.15677,79372.95191
v3137,1.74,0.34,0.4,0.7,0.4,101777.1633,19490.00828,30009.50436
v3138,1.74,0.46,0.4,0.7,0.8,95635.6526,21855.85612,58021.13167
v3139,1.26,0.46,0.1,0.22,0.8,79712.86169,22653.2506,60199.34066
v3140,2.7,0.7,0.6,0.7,0.6,100362.0303,22534.22133,87193.64966
v3141,0.3,0.7,0.5,0.7,0.4,76881.97477,23710.35389,76042.53168
v3142,1.26,0.34,0.2,0.22,0.4,87610.64166,19983.08913,28410.57888
v3143,2.7,0.22,0.2,0.46,0.2,109797.9455,16139.15256,13338.45433
v3144,1.74,0.46,0.1,0.1,0.4,84922.5135,21170.87556,44157.80798
v3145,0.3,0.7,0.6,0.1,0.2,71315.93129,23424.00474,64679.61928
v3146,1.74,0.46,0.6,0.7,0.8,98189.58435,21802.98997,58021.13167
v3147,2.22,0.46,0.2,0.46,0.8,94206.2498,21657.39825,57973.01691
v3148,1.26,0.7,0.1,0.34,0.6,75349.97711,23848.90522,87330.89644
v3149,0.78,0.58,0.1,0.7,0.4,79969.51612,22804.05978,60908.45549
v3150,0.78,0.46,0.6,0.34,0.6,84328.04837,22405.21926,53124.30651
v3151,0.78,0.46,0.5,0.34,0.4,84295.73253,21862.37978,46009.42601
v3152,2.7,0.7,0.5,0.7,0.6,99119.22554,22568.21202,87193.64966
v3153,2.7,0.22,0.2,0.1,0.8,102256.6843,17872.7919,21375.87888
v3154,0.3,0.1,0.2,0.1,0.2,83695.48334,15197.74297,3992.38295
v3155,0.3,0.22,0.5,0.46,0.6,87522.31414,19775.91644,17700.96718
v3156,0.78,0.7,0.1,0.1,0.6,66517.4208,24336.93452,87369.67025
v3157,0.78,0.7,0.6,0.7,0.8,80879.94399,24079.68555,98720.65804
v3158,0.3,0.34,0.5,0.34,0.8,80597.43553,22106.25411,37870.10687
v3159,1.74,0.46,0.3,0.22,0.8,87546.59402,22157.05329,58021.13167
v3160,1.26,0.22,0.2,0.1,0.8,88409.81894,19146.91973,20292.23376
v3161,2.7,0.22,0.5,0.22,0.8,108170.5383,17965.48557,21375.87888
v3162,0.3,0.58,0.3,0.22,0.6,69269.93928,23904.07693,70174.44803
v3163,0.3,0.1,0.2,0.7,0.8,91150.07896,17105.01204,6712.226939
v3164,1.74,0.58,0.3,0.46,0.8,87145.85038,22996.66884,79270.60488
v3165,0.3,0.22,0.2,0.46,0.2,85023.13481,18233.43127,12480.05608
v3166,2.7,0.7,0.3,0.46,0.6,93312.2079,22770.93655,87193.64966
v3167,1.74,0.7,0.1,0.46,0.8,80590.08364,23808.80463,98612.92166
v3168,2.22,0.46,0.5,0.7,0.8,101438.5776,21461.49999,57973.01691
v3169,0.78,0.58,0.5,0.58,0.4,84105.25204,22695.62557,60908.45549
v3170,1.26,0.1,0.4,0.34,0.8,100418.4358,15958.03558,6722.342581
v3171,0.78,0.58,0.2,0.7,0.6,80102.28028,23260.76302,70140.7037
v3172,0.78,0.46,0.1,0.1,0.8,72490.21228,23189.77216,60239.18702
v3173,2.7,0.34,0.6,0.46,0.2,111042.9506,18067.17911,25150.9236
v3174,2.22,0.46,0.1,0.46,0.6,93666.00344,21233.12847,51053.38375
v3175,0.78,0.58,0.1,0.46,0.4,76762.52411,22941.67556,60908.45549
v3176,1.74,0.22,0.5,0.1,0.2,99617.28365,16903.16713,13347.1832
v3177,0.78,0.46,0.3,0.34,0.6,80316.33801,22511.57327,53124.30651
v3178,1.74,0.7,0.2,0.34,0.8,80370.00136,23831.06604,98612.92166
v3179,1.26,0.46,0.5,0.7,0.4,94376.34408,21224.40084,45989.50283
v3180,1.26,0.34,0.5,0.34,0.8,91653.4523,21029.92799,37820.67863
v3181,0.3,0.1,0.4,0.46,0.6,91149.09817,16769.65172,5805.612276
v3182,1.74,0.7,0.2,0.22,0.4,81309.38557,23055.16101,75964.81427
v3183,0.78,0.46,0.5,0.7,0.2,90598.03175,20955.32487,38894.5455
v3184,2.22,0.34,0.4,0.46,0.8,101304.5518,20205.45085,39658.84068
v3185,0.78,0.1,0.5,0.46,0.8,97985.19198,16612.48182,6717.56098
v3186,1.26,0.58,0.4,0.58,0.2,89512.835,21607.89926,51663.95991
v3187,1.26,0.58,0.4,0.1,0.8,78275.28496,23533.83338,79323.96246
v3188,1.26,0.34,0.3,0.7,0.6,94697.43924,20443.87474,33115.62875
v3189,0.3,0.46,0.4,0.34,0.8,75019.41063,23349.03982,60275.49823
v3190,2.7,0.34,0.5,0.58,0.8,108450.9378,19815.15575,39621.84275
v3191,1.26,0.22,0.1,0.22,0.8,88846.28063,19086.78466,20292.23376
v3192,2.22,0.58,0.3,0.34,0.8,89906.47535,22734.91952,79212.40279
v3193,0.3,0.46,0.5,0.46,0.8,78089.18976,23225.88993,60275.49823
v3194,0.78,0.22,0.5,0.22,0.6,89746.2523,19268.16386,17694.54463
v3195,2.7,0.58,0.1,0.1,0.8,87452.05334,22656.1532,79148.77973
v3196,1.26,0.1,0.6,0.34,0.6,103233.6559,15785.95421,5813.199007
v3197,2.22,0.1,0.4,0.58,0.8,113361.5293,15254.44866,7083.314384
v3198,2.7,0.46,0.5,0.7,0.2,109240.6316,19381.24535,37200.85791
v3199,2.22,0.46,0.2,0.22,0.8,90663.19427,21797.81375,57973.01691
v3200,2.22,0.58,0.5,0.7,0.8,97455.35059,22461.24152,79212.40279
v3201,1.26,0.1,0.5,0.46,0.2,104471.026,14965.72495,3994.91186
v3202,2.7,0.7,0.3,0.58,0.6,94934.46171,22706.58325,87193.64966
v3203,0.3,0.58,0.2,0.58,0.8,71828.39636,24087.91916,79417.94435
v3204,1.74,0.1,0.1,0.1,0.4,98116.22448,14367.29124,5206.432496
v3205,2.22,0.1,0.3,0.34,0.6,108944.2444,14811.52642,6145.654499
v3206,0.3,0.7,0.4,0.34,0.8,68021.13083,24693.56014,98768.35648
v3207,0.78,0.22,0.1,0.1,0.4,82948.43315,18445.3841,15086.22993
v3208,0.3,0.22,0.5,0.1,0.4,82837.63186,19253.62599,15090.51163
v3209,0.3,0.46,0.4,0.22,0.4,75494.26844,22480.82889,46027.58161
v3210,1.26,0.46,0.1,0.22,0.2,83441.92598,20708.80788,38884.58391
v3211,1.74,0.58,0.2,0.22,0.2,86346.08171,21424.61231,51650.62052
v3212,2.22,0.22,0.1,0.7,0.8,105084.3509,18162.58359,21394.96737
v3213,1.26,0.22,0.6,0.58,0.2,103085.3341,17393.28542,12475.25884
v3214,0.78,0.7,0.3,0.46,0.2,78192.8577,22929.59152,64667.69467
v3215,2.7,0.34,0.3,0.22,0.4,102519.8461,18837.32781,29974.56331
v3216,1.74,0.1,0.2,0.34,0.4,103287.6638,14700.33667,5206.432496
v3217,0.3,0.1,0.1,0.58,0.8,88084.10845,16987.68727,6712.226939
v3218,2.7,0.22,0.3,0.34,0.4,108625.2621,16894.92783,16017.59584
v3219,2.7,0.7,0.5,0.22,0.2,95813.51111,21568.8918,64609.02114
v3220,0.78,0.34,0.5,0.58,0.8,89709.55896,21415.06853,37846.79911
v3221,0.78,0.58,0.4,0.22,0.8,75061.76365,23822.77878,79372.95191
v3222,2.7,0.34,0.4,0.34,0.8,103850.6283,19894.3157,39621.84275
v3223,1.74,0.46,0.3,0.34,0.8,89368.54358,22083.4396,58021.13167
v3224,0.3,0.46,0.2,0.1,0.4,70643.87174,22645.27284,46027.58161
v3225,1.26,0.22,0.6,0.22,0.8,95723.33112,19191.41189,20292.23376
v3226,2.7,0.1,0.3,0.34,0.8,113108.881,14715.77394,7085.282183
v3227,1.26,0.7,0.2,0.46,0.6,78589.78795,23726.21293,87330.89644
v3228,1.26,0.22,0.2,0.34,0.4,93590.24358,17946.54964,15080.91715
v3229,1.74,0.22,0.4,0.58,0.2,105325.0998,16950.38549,13347.1832
v3230,2.22,0.7,0.5,0.58,0.8,92233.66379,23267.75766,98552.10212
v3231,2.7,0.58,0.4,0.22,0.2,97815.72969,20663.55764,51620.16423
v3232,2.7,0.1,0.4,0.34,0.8,114418.8346,14798.65435,7085.282183
v3233,0.78,0.58,0.6,0.58,0.8,82823.8739,23513.06636,79372.95191
v3234,0.78,0.34,0.3,0.22,0.6,82668.13083,21171.77963,33135.21911
v3235,2.22,0.22,0.5,0.34,0.8,105684.3432,18316.35935,21394.96737
v3236,0.3,0.46,0.1,0.34,0.8,70598.26928,23493.99206,60275.49823
v3237,1.74,0.58,0.3,0.7,0.4,92858.40294,21912.06168,60857.28197
v3238,0.3,0.22,0.2,0.58,0.8,84289.83338,20187.00497,20311.42272
v3239,1.74,0.34,0.5,0.22,0.6,95318.74138,20268.3699,34850.61461
v3240,1.26,0.58,0.5,0.1,0.8,79611.21787,23491.13738,79323.96246
v3241,2.22,0.34,0.3,0.1,0.8,94507.86135,20358.92035,39658.84068
v3242,0.3,0.7,0.1,0.22,0.8,61829.88466,24908.97163,98768.35648
v3243,2.7,0.1,0.5,0.58,0.8,118931.8259,15005.01694,7085.282183
v3244,2.22,0.34,0.5,0.34,0.8,100891.6656,20245.59107,39658.84068
v3245,0.3,0.46,0.5,0.1,0.6,73676.95435,23073.3242,53151.53992
v3246,0.3,0.34,0.6,0.46,0.8,83614.61693,22006.32327,37870.10687
v3247,1.26,0.22,0.2,0.34,0.8,92172.59282,19086.8178,20292.23376
v3248,2.7,0.7,0.1,0.46,0.8,89203.10477,23237.63138,98485.96391
v3249,1.74,0.22,0.1,0.58,0.8,98910.81657,18588.06681,21410.79434
v3250,2.7,0.22,0.2,0.1,0.8,102256.6843,17872.7919,21375.87888
v3251,2.22,0.22,0.1,0.1,0.2,98678.56726,16238.40348,13343.22645
v3252,2.7,0.1,0.1,0.7,0.6,115259.7647,14547.93859,6147.130349
v3253,0.3,0.58,0.5,0.58,0.6,77194.48702,23584.02185,70174.44803
v3254,2.22,0.34,0.3,0.58,0.2,104599.1697,18312.30958,25160.17308
v3255,1.26,0.7,0.5,0.7,0.8,84655.07186,23798.61043,98668.95962
v3256,2.7,0.46,0.3,0.58,0.6,102388.093,20796.84504,51013.60517
v3257,2.7,0.34,0.6,0.34,0.2,109360.1984,18074.16678,25150.9236
v3258,2.22,0.46,0.2,0.7,0.2,101032.193,19695.71012,37214.11744
v3259,1.26,0.22,0.5,0.34,0.8,96273.95819,19145.99702,20292.23376
v3260,2.7,0.1,0.5,0.46,0.2,118200.9042,14158.29905,4270.826679
v3261,2.7,0.1,0.3,0.58,0.8,116380.7728,14858.78049,7085.282183
v3262,2.7,0.7,0.4,0.58,0.8,95072.89859,23038.41202,98485.96391
v3263,2.7,0.1,0.2,0.34,0.8,111741.6741,14623.30424,7085.282183
v3264,2.7,0.34,0.6,0.7,0.8,111206.151,19780.92384,39621.84275
v3265,1.74,0.34,0.2,0.34,0.6,93033.87145,20221.73469,34850.61461
v3266,2.7,0.1,0.6,0.58,0.8,120130.3627,15065.5159,7085.282183
v3267,1.74,0.1,0.5,0.1,0.8,103010.364,15458.34755,7080.190147
v3268,2.7,0.1,0.5,0.46,0.4,117824.4054,14490.33284,5208.978514
v3269,1.74,0.58,0.5,0.46,0.2,93987.66517,21248.3531,51650.62052
v3270,2.7,0.1,0.4,0.46,0.8,116094.9088,14870.24089,7085.282183
v3271,0.3,0.22,0.3,0.46,0.8,84089.81377,20239.10317,20311.42272
v3272,2.7,0.7,0.2,0.7,0.2,98387.38066,21404.29576,64609.02114
v3273,0.78,0.34,0.3,0.1,0.6,80723.74052,21245.82537,33135.21911
v3274,2.22,0.46,0.5,0.58,0.8,99899.65836,21516.83775,57973.01691
v3275,0.3,0.58,0.1,0.7,0.8,71855.09189,24072.68887,79417.94435
v3276,2.7,0.58,0.6,0.7,0.6,103937.7898,21739.22019,69972.57456
v3277,0.78,0.34,0.1,0.7,0.6,86493.49719,20951.95768,33135.21911
v3278,2.7,0.1,0.6,0.34,0.8,116881.3857,14938.54255,7085.282183
v3279,2.22,0.22,0.1,0.58,0.6,104032.9561,17775.68515,18711.05373
v3280,2.7,0.7,0.4,0.58,0.6,96287.1285,22665.71471,87193.64966
v3281,2.22,0.34,0.5,0.34,0.2,103919.5337,18392.03567,25160.17308
v3282,1.74,0.7,0.2,0.46,0.8,82088.42349,23758.74844,98612.92166
v3283,1.74,0.22,0.5,0.58,0.8,104416.1797,18688.29311,21410.79434
v3284,0.78,0.7,0.4,0.58,0.6,77987.94133,23895.87421,87369.67025
v3285,0.78,0.22,0.4,0.1,0.8,85827.45618,19755.93864,20302.85932
v3286,2.7,0.46,0.5,0.34,0.8,100782.893,21293.56902,57919.9788
v3287,1.74,0.22,0.1,0.34,0.4,96927.79774,17493.16831,16035.05358
v3288,1.74,0.58,0.2,0.46,0.8,85714.22338,23042.1998,79270.60488
v3289,0.3,0.1,0.5,0.58,0.8,93712.75679,17275.26445,6712.226939
v3290,2.22,0.22,0.3,0.22,0.2,103447.1414,16445.71272,13343.22645
v3291,2.7,0.58,0.5,0.46,0.8,98466.82604,22279.13757,79148.77973
v3292,0.3,0.46,0.6,0.46,0.2,83083.79789,21559.44984,38903.6233
v3293,0.78,0.58,0.1,0.1,0.2,72853.26433,22431.0813,51676.20727
v3294,2.7,0.58,0.2,0.58,0.8,96033.78138,22324.64827,79148.77973
v3295,2.7,0.1,0.6,0.22,0.6,115258.8836,14671.91603,6147.130349
v3296,1.26,0.58,0.5,0.34,0.8,83339.65306,23329.88412,79323.96246
v3297,2.22,0.22,0.2,0.1,0.4,99270.46227,17134.57986,16027.14009
v3298,0.78,0.22,0.6,0.58,0.6,96169.01305,19195.00555,17694.54463
v3299,1.26,0.1,0.2,0.7,0.8,102541.2983,15949.18587,6722.342581
v3300,2.22,0.46,0.6,0.46,0.8,99527.61257,21553.95519,57973.01691
v3301,0.3,0.1,0.1,0.46,0.8,86432.01462,16952.16022,6712.226939
v3302,2.7,0.58,0.5,0.1,0.6,94136.13139,22092.66362,69972.57456
v3303,2.7,0.34,0.5,0.22,0.8,103340.6846,19936.97561,39621.84275
v3304,2.7,0.1,0.4,0.58,0.2,118533.3993,14163.38891,4270.826679
v3305,2.7,0.58,0.4,0.46,0.6,98252.22625,21910.38016,69972.57456
v3306,1.74,0.46,0.2,0.46,0.4,91906.96607,20964.93524,44157.80798
v3307,0.3,0.7,0.5,0.46,0.6,72274.45911,24256.57123,87405.44408
v3308,1.74,0.34,0.1,0.7,0.4,97548.39533,19449.88044,30009.50436
v3309,1.26,0.1,0.4,0.7,0.8,105274.0109,16106.38973,6722.342581
v3310,0.3,0.22,0.5,0.22,0.4,84776.84734,19220.35023,15090.51163
v3311,2.7,0.34,0.2,0.34,0.8,101106.9323,19894.29623,39621.84275
v3312,0.3,0.7,0.1,0.7,0.4,71139.29158,23912.91534,76042.53168
v3313,1.26,0.34,0.1,0.46,0.4,89664.22734,19885.80396,28410.57888
v3314,2.22,0.1,0.1,0.22,0.6,104327.6719,14506.34537,6145.654499
v3315,2.22,0.34,0.2,0.46,0.6,99299.34629,19784.91939,34825.95148
v3316,1.26,0.22,0.2,0.1,0.8,88409.81894,19146.91973,20292.23376
v3317,2.7,0.34,0.1,0.58,0.8,102987.966,19814.60339,39621.84275
v3318,2.7,0.46,0.3,0.1,0.8,94410.24687,21474.98721,57919.9788
v3319,2.7,0.58,0.1,0.1,0.4,89963.17364,21584.9719,60796.36939
v3320,2.22,0.46,0.4,0.46,0.8,96978.83318,21601.70213,57973.01691
v3321,2.22,0.7,0.4,0.46,0.4,92068.62902,22498.16048,75934.4045
v3322,0.78,0.46,0.6,0.1,0.6,80586.72611,22564.51469,53124.30651
v3323,2.22,0.1,0.4,0.22,0.2,109227.3398,14111.39573,4270.33473
v3324,2.7,0.1,0.1,0.1,0.6,106780.3013,14107.57291,6147.130349
v3325,1.26,0.22,0.1,0.34,0.8,90678.50651,19058.77521,20292.23376
v3326,1.26,0.58,0.3,0.7,0.8,85534.88357,23212.02938,79323.96246
v3327,2.7,0.7,0.2,0.58,0.6,93522.33647,22750.03827,87193.64966
v3328,1.74,0.22,0.3,0.58,0.4,103139.4816,17625.48315,16035.05358
v3329,0.78,0.22,0.5,0.58,0.6,94910.53481,19178.80341,17694.54463
v3330,0.78,0.7,0.2,0.1,0.4,69525.24438,23845.33342,76018.68246
v3331,1.74,0.7,0.6,0.58,0.8,89085.46944,23516.37212,98612.92166
v3332,2.7,0.22,0.5,0.22,0.8,108170.5383,17965.48557,21375.87888
v3333,2.7,0.22,0.2,0.1,0.6,102713.8018,17474.36125,18696.73736
v3334,2.7,0.7,0.6,0.46,0.8,96000.54687,23024.14289,98485.96391
v3335,2.22,0.58,0.5,0.46,0.4,96809.00263,21620.96084,60828.18092
v3336,0.78,0.22,0.1,0.1,0.4,82948.43315,18445.3841,15086.22993
v3337,2.22,0.7,0.3,0.1,0.2,87068.91564,22014.57832,64625.55569
v3338,0.3,0.22,0.3,0.22,0.8,80504.40857,20346.55268,20311.42272
v3339,2.7,0.46,0.6,0.34,0.6,102940.3498,20862.70081,51013.60517
v3340,2.22,0.58,0.1,0.7,0.6,93012.9738,22211.18745,70020.29186
v3341,0.3,0.46,0.3,0.34,0.8,73613.24959,23396.31754,60275.49823
v3342,2.7,0.7,0.4,0.46,0.2,97999.63165,21468.85118,64609.02114
v3343,0.78,0.22,0.2,0.1,0.8,82981.08041,19727.72442,20302.85932
v3344,2.7,0.34,0.1,0.7,0.2,107524.9468,17888.89982,25150.9236
v3345,2.7,0.1,0.1,0.34,0.2,111190.3531,13660.51913,4270.826679
v3346,0.78,0.34,0.1,0.1,0.8,76847.09556,21801.81114,37846.79911
v3347,1.26,0.58,0.1,0.34,0.8,77667.5772,23513.99646,79323.96246
v3348,2.7,0.7,0.4,0.58,0.8,95072.89859,23038.41202,98485.96391
v3349,0.3,0.34,0.2,0.34,0.6,77298.82044,21699.11616,33152.69993
v3350,0.78,0.46,0.1,0.7,0.2,84948.34818,20992.49736,38894.5455
v3351,1.74,0.58,0.3,0.1,0.8,81680.00882,23225.3848,79270.60488
v3352,2.7,0.22,0.3,0.1,0.4,104942.6914,16852.15425,16017.59584
v3353,1.74,0.58,0.4,0.46,0.8,88516.30149,22953.7951,79270.60488
v3354,0.3,0.46,0.3,0.34,0.8,73613.24959,23396.31754,60275.49823
v3355,2.7,0.46,0.1,0.34,0.6,96170.38294,20933.81645,51013.60517
v3356,1.74,0.7,0.6,0.34,0.4,88539.47144,22809.06505,75964.81427
v3357,0.3,0.46,0.5,0.22,0.8,74547.48414,23386.76007,60275.49823
v3358,2.7,0.34,0.1,0.7,0.4,106330.4847,18701.23405,29974.56331
v3359,0.78,0.22,0.6,0.22,0.8,90364.1591,19732.78669,20302.85932
v3360,0.3,0.46,0.2,0.46,0.6,74945.62095,22959.73593,53151.53992
v3361,1.74,0.1,0.5,0.22,0.2,105902.8694,14477.45651,4269.55367
v3362,2.7,0.7,0.5,0.58,0.8,96369.16287,22998.48536,98485.96391
v3363,0.78,0.22,0.2,0.1,0.6,83644.36007,19230.00364,17694.54463
v3364,2.22,0.22,0.3,0.22,0.8,101254.661,18278.61446,21394.96737
v3365,0.78,0.1,0.4,0.1,0.4,91972.82478,15521.22174,4901.664633
v3366,2.7,0.34,0.3,0.46,0.2,107217.1117,17973.60271,25150.9236
v3367,0.78,0.7,0.3,0.1,0.8,68331.15155,24564.44414,98720.65804
v3368,0.3,0.58,0.4,0.46,0.4,75584.4441,23235.62769,60930.95171
v3369,1.26,0.7,0.2,0.34,0.4,78381.30134,23327.18559,75992.83325
v3370,1.26,0.7,0.6,0.58,0.8,84385.66649,23820.18351,98668.95962
v3371,2.7,0.22,0.6,0.34,0.6,111622.1106,17632.35749,18696.73736
v3372,1.74,0.7,0.1,0.58,0.4,84974.81323,22888.03712,75964.81427
v3373,2.7,0.22,0.2,0.1,0.4,103549.1265,16788.84521,16017.59584
v3374,2.22,0.7,0.2,0.34,0.2,89355.36518,21906.52213,64625.55569
v3375,0.3,0.46,0.2,0.22,0.6,71362.69664,23121.85762,53151.53992
v3376,0.3,0.22,0.5,0.34,0.4,86603.0838,19191.65171,15090.51163
v3377,0.78,0.1,0.5,0.1,0.8,92545.5864,16482.56829,6717.56098
v3378,2.22,0.22,0.4,0.7,0.4,110541.1213,17309.52636,16027.14009
v3379,1.26,0.46,0.4,0.1,0.2,85866.84021,20763.39923,38884.58391
v3380,0.78,0.58,0.6,0.46,0.8,81202.28596,23582.35408,79372.95191
v3381,1.26,0.1,0.4,0.46,0.6,102405.437,15704.7743,5813.199007
v3382,0.3,0.1,0.3,0.46,0.4,90193.53668,16188.85276,4898.997613
v3383,1.74,0.1,0.3,0.1,0.2,101391.0592,14162.67392,4269.55367
v3384,1.74,0.34,0.6,0.7,0.6,103239.5256,20090.59212,34850.61461
v3385,1.26,0.1,0.5,0.1,0.8,98007.78179,15912.70528,6722.342581
v3386,2.7,0.46,0.2,0.22,0.2,98588.66082,19465.50251,37200.85791
v3387,2.7,0.34,0.4,0.1,0.8,100139.8782,19984.20214,39621.84275
v3388,0.78,0.58,0.2,0.7,0.6,80102.28028,23260.76302,70140.7037
v3389,1.74,0.22,0.5,0.22,0.2,101515.0666,16931.00314,13347.1832
v3390,0.3,0.1,0.4,0.22,0.8,87203.9543,17137.08385,6712.226939
v3391,1.74,0.22,0.5,0.46,0.4,104152.8859,17699.55638,16035.05358
v3392,0.3,0.7,0.6,0.34,0.4,73312.18453,23861.41625,76042.53168
v3393,1.74,0.58,0.6,0.34,0.8,89382.67336,22945.43048,79270.60488
v3394,2.22,0.7,0.4,0.46,0.4,92068.62902,22498.16048,75934.4045
v3395,0.78,0.22,0.2,0.34,0.6,87424.26305,19167.13549,17694.54463
v3396,2.22,0.46,0.6,0.58,0.8,101144.6503,21494.46859,57973.01691
v3397,0.78,0.1,0.2,0.46,0.2,95062.75711,15050.43437,3993.71646
v3398,0.78,0.1,0.3,0.7,0.2,99641.20848,15324.72297,3993.71646
